ID      x    y   RA(m:s)  Dec(m:s)   mt  mi     U-B   B-V   V-I    S/N   area  r1(")   b/a   PA  Flags
3-195.0          128.0  530.0 36:48.577 12:48.51  26.27  26.39 >-0.33   1.77   0.41  29.73   0.48  0.23   0.71  106          S
3-196.0          212.0  537.0 36:49.032 12:49.59  30.13  30.24 >-0.48  -0.19   0.65   4.81   0.04  0.07   0.68   35          S
3-197.0         1849.0  526.0 36:57.564 13:15.96  28.78  29.39    ...  >0.27   0.63   5.48   0.13  0.22   0.40  176          S
3-198.0         1087.0  537.0 36:53.605 13:03.47  29.58  30.00    ...  >0.39 <-0.23   4.37   0.05  0.07   0.76   78          S
3-199.0         1737.0  537.0 36:57.003 13:13.78  27.89  28.00   0.12   0.43   0.36  13.86   0.24  0.21   0.62   48          S
3-200.0         1182.0  536.0 36:54.099 13:05.02  28.99  29.15    ...  >0.59   0.04   5.84   0.14  0.20   0.43   95          S
3-201.0          453.0  536.0 36:50.289 12:53.45  27.75  27.79 >-0.01   0.84   0.49  17.19   0.22  0.14   0.64  158          S
3-202.0          329.0  545.0 36:49.661 12:51.15  27.80  27.74  >0.66   0.25   0.14  17.41   0.21  0.13   0.64   10          S
3-203.0          564.0  517.0 36:50.826 12:55.90  22.78  22.80   0.45   0.60   0.24 326.46   3.17  0.37   0.42  165          S
3-204.0         1792.0  557.0 36:57.336 13:13.93  28.83  28.91 >-0.44   0.75   0.07  10.13   0.08  0.09   0.89  155          S
3-205.0          248.0  556.0 36:49.263 12:49.46  27.89  28.02  >0.46   0.32   0.13  16.44   0.16  0.12   0.69   65          S
3-206.0          999.0  562.0 36:53.202 13:01.16  29.59  29.67    ...  >0.60  -0.30   5.06   0.06  0.08   0.73   62          S
3-207.0         1737.0  562.0 36:57.060 13:12.87  28.70  29.06    ...  >1.00  -0.32   8.22   0.08  0.12   0.42   30          S
3-208.0          585.0  559.0 36:51.031 12:54.70  26.42  26.48   0.51   0.32   0.35  45.15   0.37  0.15   0.75  178          S
3-209.0          642.0  563.0 36:51.338 12:55.46  27.48  27.57  >0.45   0.56   0.13  19.08   0.25  0.19   0.35  124          S
3-210.0         1923.0  567.0 36:58.044 13:15.64  29.67  29.89    ...  >0.27   1.09   7.45   0.06  0.10   0.69   33          S
3-211.0          504.0  567.0 36:50.626 12:53.13  28.81  29.10    ...  >0.62   0.40   7.10   0.13  0.14   0.71   75          S
3-212.0         1645.0  568.0 36:56.593 13:11.19  28.25  28.42 >-0.16   0.77  -0.10  11.65   0.12  0.10   0.77  113          S
3-213.0          301.0  566.0 36:49.563 12:49.94  27.95  28.02 >-0.22   0.59   0.98  14.92   0.33  0.21   0.68   92          S
3-214.0          913.0  571.0 36:52.773 12:59.47  29.03  29.32  >0.30  -0.37  -0.31   6.38   0.08  0.10   0.62   75          S
3-215.0           95.0  572.0 36:48.500 12:46.45  27.56  27.65  >0.52   0.31  -0.29  12.22   0.13  0.13   0.64  159         BS
3-216.0         1085.0  575.0 36:53.681 13:02.05  29.49  29.89    ...  >0.41  -0.09   5.14   0.05  0.07   0.95  111          S
3-217.0         1380.0  580.0 36:55.234 13:06.55  29.85  30.36    ...  >0.04   0.25   3.64   0.05  0.08   0.52  135          S
3-218.0         1676.0  579.0 36:56.780 13:11.28  27.94  27.94  -0.27   0.26   1.01  19.18   0.26  0.16   0.46   51          S
3-219.0          930.0  584.0 36:52.891 12:59.27  29.00  29.60    ...  >0.43   0.28   5.01   0.09  0.18   0.27   53          S
3-220.0         1194.0  583.0 36:54.269 13:03.49  29.49  29.86    ...  >0.55  -0.41   5.03   0.04  0.07   0.73  127          S
3-221.0         1859.0  548.0 36:57.666 13:15.32  23.63  23.64   0.55   0.38   0.74 181.00   3.57  0.68   0.43  105           
3-221.1         1859.0  548.0 36:57.666 13:15.32  23.87  24.27   0.34   0.28   0.75 256.70   0.82  0.38   0.56  109          S
3-221.2         1891.0  563.0 36:57.867 13:15.28  25.38  25.78  >2.16   0.77   0.34 116.53   0.21  0.28   0.21   26           
3-221.21        1891.0  563.0 36:57.867 13:15.28  25.89  26.79  >1.83   0.76   0.21  80.06   0.06  0.10   0.43   28          S
3-221.22        1883.0  571.0 36:57.844 13:14.86  26.44  27.34  >1.46   0.80   0.36  62.93   0.04  0.08   0.51   31          S
3-222.0         1410.0  585.0 36:55.402 13:06.84  28.93  29.26 >-0.42   0.31   0.58   7.80   0.09  0.11   0.71   20          S
3-223.0          910.0  584.0 36:52.786 12:58.95  27.37  27.44    ...  >1.93   0.64  25.77   0.24  0.13   0.68    8          S
3-224.0         1148.0  585.0 36:54.033 13:02.69  26.42  26.44   0.13   0.15   0.63  48.38   0.42  0.17   0.53   54          S
3-225.0          199.0  585.0 36:49.073 12:47.63  28.25  28.57 <-1.37  >1.00   0.88  11.47   0.20  0.17   0.92   26          S
3-226.0          345.0  590.0 36:49.847 12:49.76  29.46  30.02    ...  >0.16 <-0.12   4.04   0.05  0.07   0.85  103          S
3-227.0         1013.0  586.0 36:53.329 13:00.51  26.51  26.57   0.56   0.56   0.41  42.92   0.39  0.17   0.70   31          S
3-228.0          966.0  595.0 36:53.104 12:59.44  29.86  29.64    ...  >0.01   2.30  12.78   0.15  0.13   0.56   43          S
3-229.0          275.0  588.0 36:49.477 12:48.73  24.93  24.97   0.72   0.99   0.95 111.59   1.35  0.24   0.95  126          S
3-230.0         1603.0  607.0 36:56.461 13:09.10  30.15  30.27 >-0.25  -0.37   0.61   5.02   0.04  0.07   0.71  148          S
3-231.0          754.0  602.0 36:52.012 12:55.82  26.79  26.83 >-0.45   1.63   0.68  27.52   0.68  0.57   0.28   71           
3-231.1          737.0  598.0 36:51.914 12:55.69  27.39  27.53    ...  >1.66   0.93  24.15   0.35  0.26   0.33   30          S
3-231.2          754.0  602.0 36:52.012 12:55.82  27.71  27.85  >0.18   0.95   0.10  21.19   0.14  0.12   0.84   89          S
3-232.0          951.0  606.0 36:53.051 12:58.80  28.00  28.21  >0.64   0.12  -0.16  15.34   0.12  0.10   0.78  101          S
3-233.0          610.0  600.0 36:51.255 12:53.60  26.71  26.80   0.27   0.09   0.54  37.98   0.38  0.18   0.58  179          S
3-234.0         1328.0  604.0 36:55.017 13:04.85  28.47  28.53    ...  >0.81   1.50  15.13   0.27  0.16   0.95   29          S
3-236.0         1726.0  610.0 36:57.111 13:10.94  29.36  29.86 <-0.78  >0.53  -0.24   5.85   0.04  0.06   0.78  161          S
3-237.0          349.0  602.0 36:49.895 12:49.39  27.46  27.77    ...  >1.36   0.76  15.17   0.38  0.26   0.65   75          S
3-238.0         1955.0  604.0 36:58.295 13:14.79  27.04  27.13 >-0.25   1.10   1.50  31.39   0.64  0.22   0.78  100          S
3-239.0          672.0  593.0 36:51.563 12:54.84  26.19  26.30   0.12  -0.05   0.20  37.06   0.69  0.32   0.24  159          S
3-240.0         1132.0  619.0 36:54.026 13:01.19  28.28  28.43  >0.22   0.34   0.06  13.22   0.12  0.12   0.54   47          S
3-241.0          454.0  620.0 36:50.485 12:50.40  27.84  27.99    ...  >1.51   0.74  18.42   0.21  0.13   0.65   78          S
3-242.0         1689.0  620.0 36:56.940 13:09.99  29.26  29.37    ...  >0.24   1.61   9.53   0.15  0.13   0.97  109          S
3-243.0          330.0  610.0 36:49.814 12:48.79  25.60  25.65  >1.37   0.89   0.31  61.45   0.66  0.19   0.54   22          S
3-244.0         1534.0  626.0 36:56.144 13:07.31  30.11  30.23    ...  >0.19   0.19   4.53   0.04  0.08   0.58   55          S
3-245.0         1196.0  628.0 36:54.381 13:01.88  28.83  28.89  >0.30  -0.08   0.45  11.77   0.09  0.09   0.89   31          S
3-246.0          411.0  625.0 36:50.271 12:49.53  26.78  26.85  >1.21   0.01   0.57  27.79   0.51  0.25   0.42   50          S
3-247.0         1871.0  634.0 36:57.924 13:12.37  29.56  30.07    ...  >0.41 <-0.19   4.32   0.04  0.08   0.54  138          S
3-248.0         1244.0  633.0 36:54.643 13:02.46  29.31  29.49 >-0.13  -0.03   0.38   7.49   0.07  0.10   0.62    7          S
3-249.0         1447.0  638.0 36:55.716 13:05.50  29.46  29.47    ...  >0.74   0.50   7.96   0.06  0.07   0.74   47          S
3-250.0         1643.0  630.0 36:56.723 13:08.90  26.81  26.89  >1.29   0.10   0.07  26.88   0.40  0.18   0.71  138          S
3-251.0          483.0  639.0 36:50.679 12:50.16  28.62  28.70  >0.22   0.08   0.05  10.10   0.11  0.11   0.68  102          S
3-252.0         1310.0  640.0 36:55.004 13:03.25  28.88  29.46 <-1.17  >0.46   0.17   5.69   0.09  0.12   0.38  124          S
3-253.0         1225.0  637.0 36:54.553 13:02.01  27.39  27.49  -0.30   0.50  -0.07  17.64   0.30  0.23   0.35   43           
3-253.1         1225.0  637.0 36:54.553 13:02.01  27.92  28.42  -0.06   0.04  -0.16  16.39   0.07  0.09   0.80   71          S
3-253.2         1216.0  641.0 36:54.515 13:01.72  28.43  28.93    ...  >1.37   0.10  12.84   0.05  0.09   0.44   63          S
3-254.0         1588.0  638.0 36:56.453 13:07.73  26.60  26.67  >1.10   0.35  -0.04  30.15   0.45  0.22   0.58  159          S
3-255.0          328.0  642.0 36:49.876 12:47.59  29.70  29.79    ... >-0.09   2.16  10.29   0.14  0.13   0.51   28          S
3-256.0          726.0  642.0 36:51.956 12:53.91  27.48  27.55  >0.39   0.68   0.17  19.74   0.25  0.15   0.65   37          S
3-257.0         1158.0  633.0 36:54.194 13:01.09  25.62  25.70   0.92   0.37   0.64  67.54   0.80  0.26   0.56  112          S
3-258.0          169.0  617.0 36:48.988 12:45.98  24.08  24.12   0.49   0.73   0.49 109.21   3.22  0.46   0.59  150          S
3-259.0          521.0  634.0 36:50.867 12:50.95  23.74  23.78   0.62   0.69   0.54 131.28   4.31  0.76   0.58  173         FS
3-260.0          134.0  646.0 36:48.871 12:44.37  27.52  27.68    ...  >1.32   0.98  16.25   0.35  0.19   0.48   10          S
3-261.0          287.0  647.0 36:49.673 12:46.76  28.18  28.32  >0.31   0.36  -0.12  12.45   0.12  0.10   0.95   17          S
3-262.0          666.0  649.0 36:51.658 12:52.70  29.64  29.98    ...  >0.38  -0.03   4.98   0.04  0.08   0.75  114          S
3-264.0          263.0  654.0 36:49.564 12:46.13  29.16  29.46    ...  >0.68  -0.15   6.45   0.07  0.09   0.72   61          S
3-265.0          545.0  654.0 36:51.037 12:50.60  27.65  27.83  >0.78   0.22  -0.18  17.84   0.16  0.11   0.69  117          S
3-266.0         1339.0  643.0 36:55.163 13:03.60  25.22  25.25  >0.50   1.79   1.65 135.43   1.25  0.21   0.79   69          S
3-267.0         1465.0  661.0 36:55.862 13:04.94  29.08  29.29 >-0.25   0.37   0.05   7.38   0.07  0.11   0.45   49          S
3-268.0         1874.0  660.0 36:57.998 13:11.46  28.83  28.95 >-0.16   0.25   0.03   7.41   0.13  0.24   0.29   94          S
3-269.0         1240.0  663.0 36:54.691 13:01.30  28.29  28.67  >0.14  -0.22   0.50   8.99   0.23  0.22   0.71   38          S
3-270.0         1790.0  664.0 36:57.568 13:09.99  27.90  28.10 >-0.02   0.87   0.00  15.16   0.14  0.11   0.94   67          S
3-271.0          918.0  648.0 36:52.973 12:56.74  24.79  24.86   0.29   0.52   0.38  81.61   1.81  0.66   0.60   69           
3-271.1          941.0  654.0 36:53.107 12:56.89  25.69  25.80   0.05   0.66   0.35  54.92   0.85  0.30   0.53   10          S
3-271.2          918.0  648.0 36:52.973 12:56.74  25.40  25.51   0.64   0.44   0.40  88.43   0.60  0.40   0.21    6           
3-271.21         918.0  648.0 36:52.973 12:56.74  26.14  26.28   0.03   0.33   0.64  73.82   0.27  0.13   0.89  164          S
3-271.22         908.0  666.0 36:52.962 12:55.92  26.17  26.31  >1.81   0.50   0.07  62.22   0.24  0.15   0.61  176          S
3-272.0         1192.0  670.0 36:54.456 13:00.28  28.60  28.85    ...  >0.88   0.22   8.87   0.13  0.16   0.39  171          S
3-273.0         1123.0  669.0 36:54.093 12:59.23  29.18  29.45 >-0.43   0.27   0.23   7.03   0.08  0.10   0.88    3          S
3-274.0          247.0  675.0 36:49.528 12:45.10  28.47  28.43  >0.71   0.03  -0.05  12.83   0.10  0.09   0.99   60          S
3-275.0          785.0  676.0 36:52.342 12:53.61  28.84  28.91 >-0.35   0.35   0.47   8.93   0.14  0.19   0.37  111          S
3-276.0          282.0  678.0 36:49.717 12:45.55  29.48  29.63 >-0.38   0.17  -0.25   6.30   0.05  0.07   0.75  161          S
3-277.0          331.0  678.0 36:49.973 12:46.33  29.15  29.53    ...  >0.43   0.16   5.07   0.10  0.20   0.82  114          S
3-278.0         1439.0  676.0 36:55.760 13:03.98  27.86  27.93  >0.09   0.55   0.28  15.51   0.23  0.15   0.72   53          S
3-279.0          165.0  683.0 36:49.117 12:43.51  29.89  30.50    ... >-0.32   1.12   4.49   0.06  0.09   0.65  124          S
3-280.0         1305.0  688.0 36:55.087 13:01.42  29.19  29.61    ...  >0.53 <-0.28   4.85   0.08  0.11   0.77   47          S
3-281.0         1739.0  686.0 36:57.351 13:08.37  28.44  28.37    ...  >1.23   0.69  14.10   0.17  0.12   0.80   46          S
3-282.0          141.0  690.0 36:49.008 12:42.87  29.82  30.10 >-0.75  -0.02  <0.12   3.85   0.05  0.09   0.68  149          S
3-283.0          285.0  692.0 36:49.765 12:45.09  29.16  29.47 >-0.74   0.62   0.13   6.58   0.07  0.11   0.40   24          S
3-284.0          881.0  692.0 36:52.880 12:54.55  28.91  29.26    ...  >0.48   0.43   7.08   0.12  0.21   0.34  107          S
3-285.0         1954.0  692.0 36:58.489 13:11.56  28.94  29.26    ...  >0.87 <-0.77   6.76   0.07  0.12   0.39  173          S
3-286.0          256.0  691.0 36:49.611 12:44.66  26.30  26.42  >1.60   0.10   0.03  35.53   0.51  0.22   0.55   81          S
3-287.0          333.0  693.0 36:50.018 12:45.81  30.56  30.42    ... >-0.17   0.88   3.49   0.06  0.17   0.51  169          S
3-288.0          474.0  704.0 36:50.780 12:47.65  29.13  29.00  >0.02   0.16   0.71  11.63   0.08  0.09   0.91  117          S
3-289.0         1711.0  695.0 36:57.225 13:07.60  26.43  26.46 >-0.27   1.58   1.77  61.55   0.78  0.20   0.95   32          S
3-290.0         1460.0  703.0 36:55.931 13:03.33  27.19  27.27  >0.56   0.60   0.22  22.72   0.31  0.17   0.82   74          S
3-291.0          282.0  707.0 36:49.783 12:44.49  28.70  28.84 >-0.12   0.43   0.19  10.73   0.09  0.09   0.80  155          S
3-292.0         1509.0  708.0 36:56.199 13:03.92  29.02  29.64    ...  >0.43   0.45   6.36   0.08  0.11   0.85  135          S
3-293.0          928.0  710.0 36:53.166 12:54.63  29.37  29.52    ...  >0.55   0.37   6.30   0.07  0.09   0.64   41          S
3-294.0          172.0  714.0 36:49.224 12:42.49  28.92  29.07 >-0.10   0.23   0.13   8.05   0.09  0.10   0.68   16          S
3-295.0         1402.0  720.0 36:55.667 13:01.79  29.08  29.29    ...  >0.67   0.13   6.78   0.09  0.12   0.84  128          S
3-296.0          756.0  704.0 36:52.254 12:52.12  25.91  25.96   1.13   0.30   0.36  54.22   0.66  0.27   0.35    2           
3-296.1          756.0  704.0 36:52.254 12:52.12  26.12  26.43   1.63   0.32   0.15  65.26   0.19  0.14   0.60  173          S
3-296.2          750.0  717.0 36:52.252 12:51.55  27.79  28.10   0.02   0.18   0.79  30.31   0.07  0.09   0.93   16          S
3-298.0         1135.0  726.0 36:54.284 12:57.33  27.96  28.06  >0.46   0.39   0.01  16.65   0.15  0.11   0.79    2          S
3-299.0          421.0  729.0 36:50.559 12:45.89  30.06  30.33    ...  >0.02   0.34   3.93   0.04  0.13   0.29   13          S
3-300.0          673.0  731.0 36:51.881 12:49.82  29.15  29.76    ...  >0.32   0.44   5.38   0.07  0.12   0.46  175          S
3-301.0         1346.0  733.0 36:55.403 13:00.43  28.87  29.03    ...  >1.03  -0.29   8.47   0.08  0.09   0.80  104          S
3-302.0         1364.0  727.0 36:55.484 13:00.93  26.42  26.49   0.28   0.54   0.95  52.38   0.47  0.16   0.86  153          S
3-303.0         1620.0  727.0 36:56.822 13:04.99  28.66  28.90    ...  >0.62   0.56   8.29   0.18  0.18   0.73   11          S
3-304.0          267.0  734.0 36:49.766 12:43.27  30.05  30.53    ... >-0.14   0.30   3.53   0.04  0.08   0.65  108          S
3-305.0         1283.0  735.0 36:55.079 12:59.35  29.40  29.74    ...  >0.62 <-0.52   5.15   0.04  0.08   0.71   62          S
3-306.0          133.0  733.0 36:49.063 12:41.18  28.70  28.90 >-0.66   0.36   1.06   9.44   0.16  0.13   0.77    1          S
3-307.0          238.0  735.0 36:49.617 12:42.77  28.30  28.50 >-0.58   0.98  -0.28   9.92   0.14  0.12   0.66   35          S
3-308.0          951.0  738.0 36:53.350 12:53.98  27.75  27.89   0.92  -0.04   0.73  23.58   0.17  0.10   0.95   30          S
3-309.0          844.0  739.0 36:52.793 12:52.24  27.51  27.71  >0.62   0.25  -0.00  16.59   0.23  0.18   0.53  141          S
3-310.0          801.0  740.0 36:52.570 12:51.52  27.83  27.91   0.19   0.39   0.80  18.84   0.23  0.15   0.51  126          S
3-311.0         1695.0  738.0 36:57.239 13:05.78  27.42  27.56  >0.92   0.04   0.04  18.60   0.26  0.17   0.57   79          S
3-312.0          183.0  740.0 36:49.341 12:41.72  28.96  29.41    ...  >0.63  -0.27   5.81   0.08  0.14   0.25    9          S
3-313.0          340.0  747.0 36:50.177 12:43.95  29.25  29.41 >-0.46   0.30  -0.16   6.33   0.07  0.09   0.82   68          S
3-314.0         1077.0  748.0 36:54.031 12:55.61  29.23  29.44    ...  >0.59   0.55   7.33   0.08  0.11   0.74  132          S
3-315.0          140.0  747.0 36:49.132 12:40.78  29.64  30.44 >-0.36  -0.68   0.97   4.09   0.05  0.11   0.47   96          S
3-316.0          229.0  742.0 36:49.585 12:42.37  28.45  28.60 >-0.06   0.37  -0.13   9.97   0.14  0.32   0.14   97           
3-316.1          240.0  748.0 36:49.657 12:42.33  29.13  29.30    ...  >0.84   0.25   8.34   0.07  0.11   0.40   86          S
3-316.2          229.0  742.0 36:49.585 12:42.37  29.27  29.44 >-0.06   0.09  -0.63   7.13   0.05  0.07   0.92   11          S
3-318.0         1226.0  746.0 36:54.805 12:58.05  25.13  25.19   0.20   0.19   0.74  73.64   1.56  0.43   0.73  164          S
3-320.0          299.0  741.0 36:49.949 12:43.52  25.64  25.71   1.22   0.15   0.11  45.99   0.95  0.28   0.79   89          S
3-321.0          373.0  712.0 36:50.270 12:45.75  22.80  22.84   1.97   1.48   1.39 336.03   7.42  0.54   0.58  120           
3-321.1          373.0  712.0 36:50.270 12:45.75  22.91  23.15  >2.17   1.90   1.47 565.75   2.35  0.35   0.67  112          S
3-321.2          392.0  747.0 36:50.449 12:44.78  25.29  25.53   1.50   0.12   0.12 137.87   0.20  0.13   0.62  145          S
3-322.0         1911.0  754.0 36:58.405 13:08.62  29.74  30.11    ...  >0.23   0.18   4.62   0.05  0.11   0.34   40          S
3-323.0          618.0  752.0 36:51.641 12:48.18  28.95  29.16    ...  >0.54   1.14   8.94   0.16  0.15   0.94   84          S
3-324.0         1187.0  755.0 36:54.622 12:57.10 >30.47 >30.47    ...    ...  >1.87   5.34   0.08  0.11   0.71   89          S
3-325.0         1377.0  759.0 36:55.624 12:59.97  29.84  30.32 >-0.71   0.07   0.07   4.29   0.04  0.09   0.68   52          S
3-326.0         1582.0  760.0 36:56.698 13:03.18  29.22  29.48 >-0.50   0.24   0.48   6.55   0.08  0.10   0.67  176          S
3-327.0         1646.0  763.0 36:57.040 13:04.09  30.23  30.56    ... >-0.26   1.01   3.89   0.05  0.10   0.45   44          S
3-328.0         1571.0  763.0 36:56.648 13:02.90  29.26  29.45    ...  >0.72  -0.44   6.04   0.06  0.09   0.86   98          S
3-329.0         1782.0  761.0 36:57.746 13:06.32  27.51  27.65   0.23   0.06   0.25  15.22   0.33  0.25   0.51  174          S
3-330.0          729.0  767.0 36:52.255 12:49.40  26.28  26.32   0.17   0.25   0.72  59.19   0.46  0.16   0.65  105          S
3-331.0          277.0  767.0 36:49.893 12:42.22  25.13  25.16   0.20   0.23   0.55  81.90   1.25  0.40   0.29   96          S
3-332.0          480.0  777.0 36:50.977 12:45.08  29.83  30.34    ...  >0.04   0.96   4.97   0.05  0.09   0.43  163          S
3-333.0          608.0  776.0 36:51.643 12:47.15  28.28  28.39  >0.46   0.11   0.25  13.48   0.13  0.11   0.62   17          S
3-334.0         1198.0  779.0 36:54.734 12:56.40  28.86  28.95    ...  >0.98   0.58  10.03   0.10  0.10   0.84   68          S
3-335.0          935.0  777.0 36:53.355 12:52.30  26.11  26.15  >1.40   0.54   0.36  48.39   0.60  0.28   0.41    5          S
3-336.0         1246.0  785.0 36:54.998 12:56.94  28.94  29.02   0.08   0.02  -0.38   7.71   0.09  0.11   0.72   86          S
3-337.0          372.0  787.0 36:50.435 12:43.00  29.03  29.16    ...  >0.74   0.22   7.60   0.10  0.13   0.79  169          S
3-338.0         1963.0  789.0 36:58.756 13:08.16  29.15  29.33    ...  >0.69  -0.06   5.97   0.08  0.11   0.53  102          S
3-339.0         1699.0  791.0 36:57.380 13:03.91  29.58  30.05 >-0.58  -0.12   0.58   5.31   0.06  0.10   0.51  107          S
3-340.0         1651.0  789.0 36:57.125 13:03.22  26.95  27.07   0.16  -0.05   0.16  20.42   0.46  0.23   0.87   45          S
3-341.0          350.0  796.0 36:50.340 12:42.32  28.36  28.48  >0.11   0.30  -0.19  10.55   0.13  0.17   0.46   26          S
3-342.0         1856.0  786.0 36:58.190 13:06.58  24.89  25.00   0.27   0.71   0.43  71.74   1.82  0.45   0.40   54          S
3-343.0          247.0  799.0 36:49.809 12:40.58  28.06  28.16  >0.04   0.43   0.14  11.38   0.21  0.16   0.91  160          S
3-346.0         1283.0  811.0 36:55.251 12:56.58  29.42  29.78    ...  >0.47 <-0.29   4.52   0.06  0.09   0.51   45          S
3-347.0          154.0  811.0 36:49.350 12:38.66  29.64  30.12    ... >-0.02   0.78   4.55   0.08  0.12   0.82  107          S
3-348.0          802.0  809.0 36:52.732 12:49.02  29.71  29.94    ...  >0.32   0.32   5.58   0.05  0.08   0.47   18          S
3-349.0         1479.0  802.0 36:56.255 13:00.02  25.96  26.09   0.87   0.47   0.30  34.16   1.14  0.53   0.40   62           
3-349.1         1479.0  802.0 36:56.255 13:00.02  26.39  26.64   0.61   0.46   0.39  34.11   0.53  0.39   0.47   80           
3-349.2         1460.0  809.0 36:56.171 12:59.46  27.17  27.42  >0.48   0.62   0.10  22.03   0.26  0.20   0.70  169          S
3-349.11        1479.0  802.0 36:56.255 13:00.02  26.91  27.51  >0.48   0.89   0.21  29.18   0.14  0.12   0.72   99          S
3-349.12        1495.0  806.0 36:56.348 13:00.12  27.44  28.04  -0.08   0.19   0.55  21.49   0.13  0.14   0.42   69          S
3-350.0         1041.0  775.0 36:53.904 12:54.05  21.88  21.91   0.79   0.93   0.99 549.50   9.69  0.66   0.77  112           
3-350.1         1041.0  775.0 36:53.904 12:54.05  21.89  21.93   0.79   0.94   0.99 635.38   7.76  0.63   0.79  114          S
3-350.2         1083.0  808.0 36:54.199 12:53.52  28.04  28.08   0.43   0.12   0.10  20.25   0.10  0.11   0.61   51          S
3-351.0         1476.0  822.0 36:56.285 12:59.24  28.14  28.27 >-0.37   0.96   0.33  13.67   0.14  0.10   0.97  112          S
3-352.0          411.0  829.0 36:50.734 12:42.09  29.02  29.15 >-0.43   0.55  -0.50   6.52   0.07  0.08   0.68  121          S
3-353.0         1415.0  831.0 36:55.986 12:57.94  29.89  29.71 >-0.06  -0.06   0.29   7.53   0.05  0.06   0.71  176          S
3-354.0          442.0  835.0 36:50.909 12:42.36  29.97  30.22    ...  >0.21   0.79   5.25   0.04  0.07   0.70  138          S
3-355.0         1602.0  813.0 36:56.923 13:01.56  24.36  24.37   0.51   0.51   1.16 120.14   2.97  0.33   0.95   49          S
3-356.0          580.0  836.0 36:51.633 12:44.51  28.61  28.78    ...  >1.04   0.49  11.06   0.12  0.11   0.57   50          S
3-357.0          758.0  840.0 36:52.572 12:47.19  29.92  29.84    ...  >0.36   0.62   6.11   0.06  0.09   0.78   47          S
3-358.0         1340.0  838.0 36:55.610 12:56.50  28.81  29.22 >-0.14   0.13   0.20   7.33   0.08  0.09   0.87  151          S
3-359.0          878.0  833.0 36:53.184 12:49.35  28.60  28.88  >0.06  -0.06   0.18   8.00   0.15  0.18   0.35  179          S
3-360.0         1159.0  841.0 36:54.671 12:53.52  29.50  29.72 >-0.24   0.11   0.08   5.76   0.05  0.08   0.84    4          S
3-361.0         1440.0  839.0 36:56.135 12:58.05  28.39  28.42  >0.06   0.30   0.70  14.01   0.18  0.16   0.47  119          S
3-362.0         1790.0  849.0 36:57.987 13:03.23  29.58  29.91 >-0.13  -0.16  -0.38   5.05   0.04  0.06   0.72  100          S
3-363.0         1906.0  838.0 36:58.569 13:05.47  25.96  25.99   1.06   0.14   0.20  53.45   0.50  0.17   0.50   15           
3-363.1         1906.0  838.0 36:58.569 13:05.47  26.03  26.12   1.09   0.16   0.09  69.38   0.24  0.12   0.93  166          S
3-363.2         1896.0  850.0 36:58.544 13:04.87  28.99  29.08 >-0.23   0.46   0.86  11.61   0.08  0.11   0.67    2          S
3-364.0          242.0  852.0 36:49.903 12:38.56  28.91  29.10    ...  >0.63   0.34   7.11   0.14  0.20   0.45  115          S
3-365.0          257.0  851.0 36:49.979 12:38.84  29.73  29.99    ...  >0.11   0.46   4.89   0.07  0.13   0.56   96          S
3-366.0          793.0  850.0 36:52.778 12:47.38  28.28  28.49   0.41   0.08  -0.65  10.25   0.11  0.10   0.71  136          S
3-367.0         1285.0  841.0 36:55.329 12:55.51  26.92  27.12    ...  >1.54   1.48  27.98   0.75  0.26   0.72   50          S
3-368.0         1540.0  837.0 36:56.653 12:59.70  26.70  26.76   0.57  -0.11   0.55  31.08   0.60  0.29   0.45  154          S
3-369.0          651.0  851.0 36:52.038 12:45.09  27.69  27.61   0.38   0.22   1.00  24.40   0.30  0.16   0.68   13          S
3-370.0          860.0  832.0 36:53.087 12:49.10  26.67  26.79   0.43  -0.05   0.18  24.50   0.63  0.54   0.24  133           
3-370.1          866.0  846.0 36:53.150 12:48.69  27.05  27.24   0.21   0.05   0.18  23.54   0.33  0.23   0.50  114          S
3-370.2          860.0  832.0 36:53.087 12:49.10  27.98  28.18   0.77  -0.13   0.16  16.12   0.14  0.12   0.79   34          S
3-371.0         1480.0  854.0 36:56.378 12:58.13  26.76  26.95  >0.13   1.06   0.20  24.74   0.48  0.29   0.26  146          S
3-372.0         1960.0  861.0 36:58.903 13:05.49  28.13  28.41  -0.28   0.45   0.11   9.16   0.21  0.24   0.29   39          S
3-373.0          433.0  867.0 36:50.935 12:41.05  29.11  29.43 >-0.70   0.67 <-0.62   5.93   0.06  0.08   0.71  134          S
3-374.0          511.0  868.0 36:51.345 12:42.25  29.64  30.19 >-0.79   0.12   0.44   4.67   0.05  0.10   0.32   49          S
3-375.0         1590.0  874.0 36:56.998 12:59.15  30.03  30.51    ... >-0.20   0.53   3.79   0.04  0.13   0.35   61          S
3-376.0          919.0  875.0 36:53.493 12:48.47  29.37  29.42 >-0.22   0.33  -0.75   7.43   0.05  0.08   0.86   36          S
3-377.0          438.0  875.0 36:50.979 12:40.83  27.94  28.03  -0.16   0.57   0.67  16.66   0.21  0.13   0.96   14          S
3-378.0         1505.0  887.0 36:56.583 12:57.32  27.37  27.41    ...  >1.78   1.74  39.87   0.34  0.14   0.87   37          S
3-379.0         1748.0  891.0 36:57.863 13:01.03  29.84  30.33    ...  >0.03  <0.04   3.32   0.04  0.11   0.40   98          S
