ID      x    y   RA(m:s)  Dec(m:s)   mt  mi     U-B   B-V   V-I    S/N   area  r1(")   b/a   PA  Flags
4-911.0         2005.0 1880.0 36:42.619 11:26.87  28.85  29.54 >-0.66   0.32   0.21   4.47   0.05  0.09   0.38  101          S
4-912.0         1373.0 1881.0 36:41.212 11:50.04  26.85  26.99 >-0.74   1.86   0.79  26.02   0.55  0.26   0.42    7          S
4-913.0         1267.0 1889.0 36:40.934 11:53.80  27.79  27.90  >0.58   0.28   0.10  16.65   0.18  0.12   0.65  150          S
4-914.0         1138.0 1893.0 36:40.627 11:58.47  29.97  30.20 >-0.36  -0.24   0.64   4.60   0.05  0.08   0.75   58          S
4-915.0          343.0 1892.0 36:38.868 12:27.65  29.04  29.47    ...  >0.34   0.70   5.89   0.10  0.15   0.51   13          S
4-916.0          182.0 1874.0 36:38.604 12:33.83  24.35  24.38   1.12   0.67   0.37 112.71   1.59  0.37   0.32  109          S
4-917.0          289.0 1899.0 36:38.711 12:29.52  29.54  29.75    ...  >0.45  -0.14   5.19   0.05  0.08   0.68  180          S
4-918.0         1887.0 1899.0 36:42.258 11:30.91  28.83  28.95  >0.32  -0.17  -0.17   7.69   0.09  0.09   0.93   38          S
4-919.0         1950.0 1900.0 36:42.392 11:28.58  29.25  29.34 <-0.80  >0.79   0.27   7.45   0.07  0.08   0.82   85          S
4-921.0         1903.0 1912.0 36:42.225 11:30.12  28.87  29.30    ...  >0.51   0.42   6.40   0.10  0.13   0.94   65          S
4-922.0          291.0 1916.0 36:38.626 12:29.18  29.01  29.22    ...  >0.70   0.09   6.55   0.09  0.12   0.52  159          S
4-923.0          128.0 1918.0 36:38.254 12:35.13  28.38  28.38 >-0.79   1.38 <-1.19  12.09   0.04  0.04   0.56  146         BS
4-924.0         1438.0 1907.0 36:41.219 11:47.25  27.44  27.66 >-0.32   0.94   0.42  14.96   0.39  0.32   0.70   15          S
4-925.0         1807.0 1922.0 36:41.959 11:33.48  29.64  30.41    ... >-0.13  <0.28   3.13   0.05  0.14   0.22   70          S
4-926.0          710.0 1915.0 36:39.562 12:13.83  24.59  24.67  >1.42   1.00   0.98  97.41   2.86  0.94   0.44   67           
4-926.1          713.0 1884.0 36:39.731 12:14.20  25.23  25.34   0.59   1.21   1.36  85.81   1.89  0.56   0.24   20          S
4-926.2          710.0 1915.0 36:39.562 12:13.83  25.47  25.57  >1.89   0.84   0.16  89.30   0.47  0.16   0.84  114          S
4-927.0         1788.0 1930.0 36:41.875 11:34.06  29.91  29.79    ...  >0.12   0.30   4.02   0.09  0.23   0.29  101          S
4-928.0          890.0 1906.0 36:40.008 12:07.37  23.56  23.59  >2.16   1.12   1.33 249.61   3.62  0.35   0.96  109           
4-928.1          890.0 1906.0 36:40.008 12:07.37  23.56  23.63   1.99   1.12   1.32 294.11   2.71  0.32   0.93   94          S
4-928.2          918.0 1900.0 36:40.102 12:06.43  28.96  29.02 >-0.50   0.83   1.12  14.97   0.07  0.09   0.89  132          S
4-929.0         1089.0 1927.0 36:40.340 11:59.74  29.14  29.52    ...  >0.58   0.29   5.81   0.08  0.12   0.36   70          S
4-930.0          377.0 1919.0 36:38.801 12:25.98  25.99  26.08  -0.18   0.78   0.59  42.00   0.83  0.26   0.63   17          S
4-931.0          640.0 1928.0 36:39.338 12:16.20  26.75  26.80  >0.37   1.30   0.12  32.49   0.30  0.14   0.76  158          S
4-932.0          296.0 1935.0 36:38.537 12:28.71  28.87  29.18  >0.33  -0.25   0.04   6.88   0.08  0.11   0.83  121          S
4-933.0          767.0 1935.0 36:39.583 12:11.43  28.08  28.30  >0.62  -0.04  -0.03  12.02   0.15  0.14   0.51  176          S
4-934.0          664.0 1939.0 36:39.334 12:15.14  29.27  29.61 >-0.32   0.18  -0.01   6.28   0.05  0.08   0.74  178          S
4-935.0          193.0 1941.0 36:38.277 12:32.39  28.12  28.51  -0.24   0.14   0.10   7.76   0.20  0.31   0.46   60          S
4-936.0         1332.0 1942.0 36:40.801 11:50.60  26.59  26.67  >1.75   0.07   0.00  35.92   0.28  0.12   0.78   35          S
4-937.0         1998.0 1941.0 36:42.284 11:26.18  25.59  25.64   0.21   0.60   0.55  58.37   0.53  0.15   0.89   10          S
4-938.0         1278.0 1941.0 36:40.686 11:52.59  25.09  25.13   0.74   0.42   0.25  84.66   0.93  0.22   0.54   18          S
4-939.0         1980.0 1951.0 36:42.191 11:26.69  28.00  28.02 >-0.32   1.11   0.14  14.56   0.15  0.11   0.84  139          S
4-940.0         1039.0 1949.0 36:40.114 12:01.23  27.99  27.98    ...  >1.26   1.27  19.68   0.29  0.16   0.62  120          S
4-941.0         1706.0 1956.0 36:41.557 11:36.66  28.43  28.55  >0.40  -0.05   0.13  11.13   0.13  0.14   0.37  134          S
4-942.0          749.0 1956.0 36:39.433 12:11.76  25.28  25.32   0.55   1.06   1.43 110.08   1.12  0.21   0.73  165          S
4-943.0          633.0 1968.0 36:39.113 12:15.83  28.30  28.49  >0.36   0.11  -0.40  10.89   0.11  0.13   0.38  138          S
4-944.0          605.0 1949.0 36:39.150 12:17.15  26.97  27.06  >0.15   0.96   0.58  25.61   0.45  0.40   0.23   50           
4-944.1          610.0 1962.0 36:39.093 12:16.77  27.54  27.92  >0.13   0.87   0.54  22.64   0.13  0.14   0.59   12          S
4-944.2          605.0 1949.0 36:39.150 12:17.15  27.94  28.33 >-0.50   1.37   0.49  19.70   0.08  0.10   0.65   76          S
4-945.0          948.0 1971.0 36:39.796 12:04.23  29.28  29.79 >-0.27  -0.03  -0.04   5.11   0.06  0.09   0.64  166          S
4-946.0          228.0 1925.0 36:38.439 12:31.35  23.72  23.75   1.30   1.42   1.04 177.11   3.59  0.61   0.33   55          S
4-947.0          858.0 1973.0 36:39.586 12:07.50  29.73  30.59 >-0.63  -0.41   0.80   3.45   0.05  0.09   0.55    3          S
4-948.0         1592.0 1954.0 36:41.315 11:40.87  23.00  23.04   1.20   0.76   0.96 206.29   7.81  1.16   0.27   17           
4-948.1         1592.0 1954.0 36:41.315 11:40.87  23.07  23.19   1.34   0.84   0.99 263.30   4.75  1.00   0.25   22           
4-948.2         1519.0 1912.0 36:41.373 11:44.20  26.11  26.23   0.77   0.18   0.51  56.91   0.41  0.22   0.46   29          S
4-948.11        1553.0 1916.0 36:41.427 11:42.89  23.85  24.04   1.25   0.42   0.73 182.75   2.11  0.59   0.44  179           
4-948.12        1592.0 1954.0 36:41.315 11:40.87  23.79  23.98   1.58   1.54   1.20 283.47   1.59  0.32   0.68   28          S
4-948.111       1553.0 1916.0 36:41.427 11:42.89  24.09  24.79   1.23   0.41   0.65 188.80   0.53  0.36   0.43   35           
4-948.112       1578.0 1920.0 36:41.462 11:41.91  25.61  26.31   1.39   0.42   0.60  81.46   0.18  0.21   0.29  180          S
4-948.1111      1553.0 1916.0 36:41.427 11:42.89  24.17  24.95   1.17   0.38   0.60 187.14   0.39  0.30   0.34   49           
4-948.1112      1571.0 1929.0 36:41.399 11:42.03  26.99  27.77  >0.94   0.73   0.86  43.04   0.06  0.10   0.54  140          S
4-948.11111     1553.0 1916.0 36:41.427 11:42.89  24.60  25.49   1.19   0.34   0.50 161.99   0.17  0.13   0.64  148          S
4-948.11112     1557.0 1932.0 36:41.352 11:42.50  25.39  26.28   1.23   0.47   0.70 102.33   0.13  0.13   0.62   58          S
4-950.0          537.0 1950.0 36:38.994 12:19.63  22.91  22.93   0.31   0.73   0.70 249.37   5.19  0.53   0.71  109          S
4-951.0          285.0 1985.0 36:38.251 12:28.33  28.09  28.26  -0.26   0.07   0.44  12.13   0.16  0.12   0.76  107          S
4-952.0          542.0 1990.0 36:38.795 12:18.83  29.16  29.72    ...  >0.09   1.06   6.01   0.10  0.13   0.72   36          S
4-953.0          565.0 1991.0 36:38.841 12:17.97  28.48  28.72  >0.04   0.46   0.02  10.98   0.08  0.09   0.67   55          S
4-954.0         1219.0 1993.0 36:40.282 11:53.95  29.38  29.78    ...  >0.40  -0.02   4.39   0.06  0.09   0.46  164          S
4-955.0         1060.0 1994.0 36:39.924 11:59.76  29.17  29.51 >-0.63   0.28   0.14   5.39   0.09  0.16   0.24  110          S
4-956.0         1307.0 1990.0 36:40.493 11:50.77  27.36  27.38  -0.31   0.21   0.68  22.45   0.32  0.18   0.60   34          S
4-957.0         1384.0 1990.0 36:40.664 11:47.94  27.50  27.54   0.33  -0.03   0.16  18.81   0.22  0.14   0.54   60          S
4-958.0          544.0 2000.0 36:38.747 12:18.60  28.49  28.63 >-0.20   0.53  -0.20   8.68   0.09  0.10   0.75  146          S
4-959.0          660.0 2001.0 36:38.999 12:14.33  27.86  27.97  -0.30   0.30   0.80  18.72   0.18  0.12   0.87  154          S
4-960.0          733.0 1998.0 36:39.177 12:11.70  26.58  26.62  >1.18   0.42   0.04  29.86   0.39  0.20   0.56  136          S
4-961.0         1093.0 2003.0 36:39.950 11:58.41  28.44  28.46 >-0.30   0.44   0.80  10.62   0.16  0.21   0.36  109          S
4-962.0         1651.0 2005.0 36:41.178 11:37.92  28.92  29.45    ...  >0.26   0.63   5.38   0.10  0.17   0.25   72          S
4-963.0         1679.0 2003.0 36:41.251 11:36.92  26.50  26.60  >0.87   0.63   0.51  28.88   0.45  0.21   0.54   48          S
4-964.0          131.0 2012.0 36:37.767 12:33.56  28.12  28.67  >0.04  -0.04   0.68   7.43   0.08  0.13   0.24   61         BS
4-965.0         1304.0 2020.0 36:40.329 11:50.41  28.50  28.58  -0.17  -0.19  -0.05   9.22   0.07  0.07   0.85    9          S
4-966.0          608.0 2020.0 36:38.784 12:15.94  27.65  27.72   0.16  -0.06   0.28  13.73   0.19  0.14   0.66  120         BS
4-967.0          947.0 2020.0 36:39.537 12:03.51  27.34  27.50  -0.06   0.47   0.37  17.58   0.18  0.13   0.71    1          S
4-968.0         1461.0 2026.0 36:40.646 11:44.56  28.45  28.85    ...  >0.57   0.77   7.42   0.11  0.11   0.91  127          S
4-969.0         1007.0 2035.0 36:39.591 12:01.07  29.14  29.63 >-0.66   0.17   0.63   4.78   0.04  0.08   0.51   67         BS
4-970.0         1933.0 2030.0 36:41.672 11:27.18  26.80  26.87  >0.91   0.42   0.66  23.22   0.23  0.13   0.75   71         BS
4-971.0          590.0 2040.0 36:38.639 12:16.29  27.54  27.57  >0.59   0.28   0.02  15.57   0.13  0.10   0.78   12         BS
4-972.0         1267.0 2042.0 36:40.132 11:51.43  27.99  28.35  -0.54   0.79   0.39   8.88   0.08  0.09   0.72  179         BS
4-973.0          801.0 2046.0 36:39.076 12:08.46  28.60  29.44  >0.09  -0.34   0.79   5.04   0.05  0.09   0.89   69         BS
4-974.0         1242.0 2044.0 36:40.066 11:52.31  28.16  28.32 >-0.72   0.83   1.54  11.82   0.14  0.13   0.60  179         BS
4-975.0         1427.0 2039.0 36:40.502 11:45.60  26.66  26.65   0.82   0.37   0.47  23.69   0.28  0.15   0.80  162         BS
4-976.0         1823.0 1989.0 36:41.643 11:31.85  19.96  19.98   0.90   0.37   0.25 853.54  24.25  1.05   0.58   98          B
4-976.1         1823.0 1989.0 36:41.643 11:31.85  19.99  20.02   0.90   0.37   0.26 1131.28  16.57  0.98   0.58   92        FBS
4-976.2         1887.0 1945.0 36:42.016 11:30.19  24.22  24.25   0.43   0.56   0.18 115.63   1.76  0.58   0.35   45         FS
