ID      x    y   RA(m:s)  Dec(m:s)   mt  mi     U-B   B-V   V-I    S/N   area  r1(")   b/a   PA  Flags
2-724.0         1654.0 1442.0 36:51.190 14:18.81  26.84  27.02   0.28   0.35   0.56  26.03   0.51  0.23   0.65   84          S
2-725.0         1921.0 1438.0 36:50.556 14:28.47  25.41  25.44   0.25   0.50   0.54  91.69   0.64  0.18   0.67  118          S
2-726.0          769.0 1423.0 36:53.124 13:46.25  25.71  25.84  >1.42   0.60   0.21  47.41   0.89  0.50   0.40  119           
2-726.1          769.0 1423.0 36:53.124 13:46.25  26.06  26.24  >1.22   0.93   0.18  52.62   0.39  0.25   0.30   11          S
2-726.2          744.0 1444.0 36:53.291 13:45.68  27.12  27.30  >1.13   0.10   0.22  23.10   0.31  0.29   0.20  124          S
2-727.0         1822.0 1449.0 36:50.841 14:25.04  28.84  29.24    ...  >0.78   0.12   7.70   0.08  0.09   0.66   88          S
2-728.0          447.0 1449.0 36:53.998 13:34.94  29.14  29.33    ...  >0.61   0.05   6.62   0.09  0.11   0.73   74          S
2-729.0         1492.0 1452.0 36:51.615 14:13.06  29.71  30.08 >-0.54   0.04 <-0.24   4.47   0.04  0.10   0.31  169          S
2-730.0          143.0 1446.0 36:54.681 13:23.81  27.71  27.89 >-0.49   0.75   0.56  10.00   0.21  0.18   0.70  117         BS
2-731.0         1854.0 1460.0 36:50.825 14:26.38  29.12  29.74    ...  >0.46   0.12   5.04   0.06  0.13   0.26  170          S
2-732.0         1254.0 1458.0 36:52.193 14:04.49  29.12  29.42    ...  >0.44   1.09   8.60   0.10  0.11   0.45   52          S
2-733.0         1412.0 1464.0 36:51.861 14:10.34  28.37  28.43 >-0.50   0.98   0.55  13.29   0.15  0.11   0.89   79          S
2-735.0          453.0 1470.0 36:54.094 13:35.49  29.92  30.16 >-0.35  -0.29   0.80   5.57   0.05  0.09   0.67  112          S
2-736.0          982.0 1452.0 36:52.786 13:54.48  22.26  22.28   0.61   0.11   0.28 428.02   4.85  0.67   0.37  145           
2-736.1          982.0 1452.0 36:52.786 13:54.48  22.27  22.32   0.63   0.11   0.27 543.29   3.21  0.65   0.34  144           
2-736.2         1020.0 1464.0 36:52.761 13:56.06  27.52  27.57   0.40   0.11  -0.07  31.09   0.09  0.10   0.79   39          S
2-736.11        1011.0 1449.0 36:52.704 13:55.49  23.11  23.48   0.55   0.05   0.17 482.05   0.56  0.36   0.38  155           
2-736.12         982.0 1452.0 36:52.786 13:54.48  22.93  23.30   0.79   0.16   0.31 614.76   0.46  0.25   0.41   14           
2-736.111        995.0 1449.0 36:52.740 13:54.91  23.84  24.54   0.55   0.05   0.14 323.35   0.17  0.17   0.53  156          S
2-736.112       1011.0 1449.0 36:52.704 13:55.49  23.89  24.58   0.55   0.03   0.14 323.31   0.15  0.14   0.75   51          S
2-736.121        982.0 1452.0 36:52.786 13:54.48  23.43  24.28   0.89   0.15   0.27 473.62   0.09  0.10   0.89   52          S
2-736.122        975.0 1445.0 36:52.765 13:54.11  24.03  24.88   0.70   0.08   0.19 335.02   0.07  0.09   0.79   66          S
2-737.0         1230.0 1471.0 36:52.316 14:03.82  29.07  29.36    ...  >0.57   0.57   7.43   0.09  0.09   0.76   31          S
2-738.0         1460.0 1469.0 36:51.777 14:12.17  28.41  28.42  >0.35   0.09   0.15  12.75   0.14  0.13   0.43  113          S
2-739.0          573.0 1471.0 36:53.824 13:39.88  28.22  28.42    ...  >1.34   0.02  11.71   0.13  0.12   0.77  108          S
2-740.0         1061.0 1475.0 36:52.724 13:57.73  28.91  29.34 >-0.23   0.17  -0.31   6.53   0.08  0.11   0.84    6          S
2-741.0         1286.0 1464.0 36:52.150 14:05.75  26.21  26.28  >1.52   0.36   0.05  39.64   0.57  0.25   0.81   48           
2-741.1         1286.0 1464.0 36:52.150 14:05.75  26.53  27.23  >1.57   0.41   0.02  42.55   0.10  0.12   0.67    5          S
2-741.2         1281.0 1470.0 36:52.193 14:05.66  27.69  28.39   1.15   0.09   0.09  24.33   0.04  0.07   0.94   72          S
2-742.0         1141.0 1474.0 36:52.536 14:00.63  28.40  28.55  >0.41   0.26  -0.59  10.15   0.10  0.10   0.87   61          S
2-743.0         1355.0 1464.0 36:51.992 14:08.26  25.98  26.11  >0.84   0.89   0.28  39.28   0.77  0.34   0.42   44          S
2-744.0         1014.0 1479.0 36:52.853 13:56.08  28.75  28.92  >0.12   0.19   0.21  10.12   0.08  0.09   0.82   10          S
2-745.0         1891.0 1479.0 36:50.839 14:28.04  28.53  28.84 >-0.50   0.72  -0.14   7.95   0.11  0.15   0.35  132          S
2-746.0          687.0 1470.0 36:53.557 13:44.02  26.09  26.13  >1.30   0.61   0.15  43.67   0.67  0.37   0.28  179           
2-746.1          687.0 1470.0 36:53.557 13:44.02  26.23  26.28  >1.41   0.59   0.15  47.09   0.47  0.31   0.29    7          S
2-746.2          668.0 1466.0 36:53.580 13:43.26  28.37  28.42 >-0.40   0.93   0.18  12.34   0.15  0.15   0.50  166          S
2-748.0          958.0 1488.0 36:53.029 13:54.18  27.41  27.47   0.23  -0.02   0.23  21.38   0.26  0.16   0.56   83          S
2-749.0         1721.0 1491.0 36:51.292 14:22.03  28.06  28.08    ...  >1.51   0.10  14.14   0.17  0.22   0.25  160           
2-749.1         1730.0 1492.0 36:51.277 14:22.38  28.90  29.04    ...  >1.24   0.16  11.25   0.05  0.08   0.91  144          S
2-749.2         1721.0 1491.0 36:51.292 14:22.03  28.74  28.88    ...  >1.46  -0.29  11.97   0.05  0.07   0.79   66          S
2-750.0         1307.0 1496.0 36:52.269 14:07.03  28.04  28.19  >0.71   0.02  -0.19  12.34   0.17  0.19   0.35  123          S
2-751.0          453.0 1491.0 36:54.204 13:35.83  26.39  26.43   1.47  -0.19  -0.06  42.79   0.36  0.15   0.49   65          S
2-752.0         1281.0 1493.0 36:52.313 14:06.03  27.18  27.27   0.27  -0.01   0.08  21.10   0.28  0.16   0.55   92          S
2-753.0         2015.0 1502.0 36:50.674 14:32.92  29.45  29.71    ...  >0.25   0.28   4.79   0.05  0.08   0.62   68          S
2-754.0          607.0 1501.0 36:53.903 13:41.60  30.10  30.60    ... >-0.20   0.62   3.74   0.04  0.11   0.33   79          S
2-755.0         1591.0 1502.0 36:51.648 14:17.47  26.41  26.44   1.27   0.12   0.37  35.63   0.58  0.31   0.28  132           
2-755.1         1591.0 1502.0 36:51.648 14:17.47  26.63  26.79   1.61   0.12   0.21  37.87   0.27  0.17   0.61  137          S
2-755.2         1607.0 1494.0 36:51.570 14:17.93  28.26  28.42  >0.26   0.53   0.71  19.16   0.08  0.09   0.87  148          S
2-756.0          554.0 1508.0 36:54.061 13:39.78  29.34  29.71    ...  >0.50   0.46   5.86   0.06  0.09   0.61  144          S
2-758.0         1001.0 1507.0 36:53.029 13:56.06  27.96  27.95 >-0.66   1.56   0.65  19.98   0.17  0.11   0.83    6          S
2-760.0          730.0 1514.0 36:53.688 13:46.29  29.55  29.94    ...  >0.41  -0.11   5.08   0.05  0.09   0.59  142          S
2-761.0          393.0 1511.0 36:54.446 13:33.96  27.61  27.68  >0.41   0.43  -0.14  14.64   0.28  0.17   0.81   48          S
2-762.0         1687.0 1495.0 36:51.391 14:20.86  23.73  23.76   0.28   0.74   0.39 166.69   2.73  0.44   0.52  102          S
2-763.0         1812.0 1521.0 36:51.240 14:25.83  29.70  30.24    ...  >0.13 <-0.08   3.79   0.04  0.08   0.30   51          S
2-764.0          530.0 1510.0 36:54.126 13:38.94  26.85  26.93   1.66  -0.08   0.03  30.10   0.30  0.16   0.39   82           
2-764.1          530.0 1510.0 36:54.126 13:38.94  26.99  27.08  >1.92  -0.16  -0.06  34.24   0.17  0.10   0.97   73          S
2-764.2          526.0 1523.0 36:54.203 13:39.00  29.09  29.18    ...  >0.95   0.41   9.07   0.08  0.10   0.89   97          S
2-765.0         1995.0 1524.0 36:50.835 14:32.55  28.20  28.42 >-0.28   0.63   0.08  10.83   0.12  0.12   0.69   65          S
2-766.0         1138.0 1526.0 36:52.814 14:01.35  28.48  28.49  -0.09   0.18   0.83  14.59   0.15  0.11   0.68  123          S
2-767.0          970.0 1528.0 36:53.210 13:55.26  28.52  28.66 >-0.42   0.75   0.34  10.84   0.13  0.12   0.51   60          S
2-768.0          630.0 1535.0 36:54.027 13:42.99  29.72  30.05 >-0.44  -0.22   0.57   4.51   0.07  0.13   0.35   72          S
2-769.0         1021.0 1534.0 36:53.124 13:57.22  29.30  29.61    ...  >0.55 <-0.50   5.73   0.05  0.09   0.54  104          S
2-770.0          742.0 1534.0 36:53.765 13:47.05  29.25  29.77    ...  >0.44  -0.00   5.49   0.06  0.10   0.72  117          S
2-771.0          511.0 1533.0 36:54.290 13:38.62  28.33  28.50 >-0.63   0.96   0.34  11.12   0.17  0.16   0.49  106          S
2-772.0          163.0 1537.0 36:55.109 13:26.00  28.48  28.65    ...  >0.80   0.32   7.69   0.11  0.11   0.72   11          S
2-773.0          418.0 1530.0 36:54.488 13:35.18  27.03  27.14  >0.98   0.22   0.19  24.15   0.36  0.20   0.59   85          S
2-774.0          471.0 1541.0 36:54.423 13:37.29  29.23  29.53 >-0.28   0.10   0.73   7.54   0.08  0.09   0.53   62          S
2-775.0         1975.0 1542.0 36:50.975 14:32.11  29.24  29.68    ...  >0.45   0.19   5.94   0.06  0.08   0.73   74          S
2-776.0          940.0 1545.0 36:53.368 13:54.44  28.51  28.72  >0.13   0.23   0.32  11.37   0.11  0.10   0.75  177          S
2-777.0         1471.0 1548.0 36:52.164 14:13.84  29.89  30.62    ... >-0.21  <0.29   3.05   0.04  0.13   0.25  145          S
2-778.0         1992.0 1549.0 36:50.972 14:32.84  28.85  29.22 >-0.12  -0.03   0.19   7.33   0.07  0.10   0.64  121          S
2-779.0         1650.0 1543.0 36:51.727 14:20.28  27.54  27.68 >-0.50   1.26   0.31  15.57   0.31  0.22   0.46   14          S
2-780.0          585.0 1548.0 36:54.198 13:41.56  29.38  29.59  -0.63   0.31   0.65   6.56   0.08  0.10   0.73   76          S
2-781.0          749.0 1550.0 36:53.832 13:47.56  29.73  29.67    ...  >0.51   0.38   6.34   0.06  0.08   0.68   79          S
2-782.0         1439.0 1547.0 36:52.232 14:12.66  27.39  27.43   1.05  -0.05  -0.00  23.18   0.20  0.12   0.74   94          S
2-783.0         1979.0 1553.0 36:51.023 14:32.43  29.84  29.85 >-0.54   0.06   0.67   6.41   0.06  0.08   0.62  148          S
2-784.0          634.0 1550.0 36:54.096 13:43.37  29.56  29.60    ...  >0.36   0.58   6.44   0.08  0.11   0.59  107          S
2-785.0          619.0 1556.0 36:54.162 13:42.92  28.16  28.18   0.54  -0.02  -0.10  13.77   0.14  0.13   0.67  148          S
2-786.0          487.0 1559.0 36:54.481 13:38.16  29.49  29.69  >0.18  -0.24  -0.15   6.57   0.04  0.06   0.81  161          S
2-787.0          375.0 1540.0 36:54.639 13:33.77  25.64  25.72   0.44   0.10   0.85  50.13   1.46  0.43   0.38   66          S
2-788.0         1473.0 1561.0 36:52.227 14:14.12  28.06  28.22    ...  >1.35   0.49  15.21   0.16  0.12   0.77  141          S
2-789.0          402.0 1566.0 36:54.712 13:35.18  27.01  27.14  >1.28   0.19  -0.02  27.50   0.24  0.13   0.90   48          S
2-790.0         1415.0 1561.0 36:52.360 14:12.01  26.23  26.26   0.63   0.09   0.03  41.73   0.44  0.18   0.76   55          S
2-791.0         1919.0 1569.0 36:51.244 14:30.50  26.68  26.77   0.07   0.37   0.43  30.03   0.53  0.33   0.29    3          S
2-792.0         1057.0 1574.0 36:53.250 13:59.17  28.35  28.31 >-0.30   0.80  -0.24  10.73   0.16  0.13   0.58  179          S
2-793.0         1150.0 1566.0 36:52.995 14:02.43  25.78  25.82  >1.40   0.64   0.30  49.51   0.83  0.24   0.73   17          S
2-794.0         1618.0 1576.0 36:51.972 14:19.65  28.93  29.17 >-0.16   0.14   0.74   9.56   0.09  0.10   0.70   54          S
2-795.0          151.0 1584.0 36:55.382 13:26.32  29.16  29.11 >-0.56   0.13  -0.27   4.57   0.08  0.20   0.24  118          S
2-796.0          293.0 1574.0 36:55.004 13:31.33  26.09  26.15   0.42   0.02   0.28  45.84   0.54  0.19   0.77    4          S
2-797.0         1293.0 1586.0 36:52.771 14:07.97  29.88  30.27 >-0.30  -0.40   0.40   4.25   0.05  0.12   0.37  152          S
2-798.0         2015.0 1581.0 36:51.086 14:34.19  26.25  26.32   0.39   0.03   0.04  29.34   0.46  0.24   0.42   79         BS
2-799.0         1314.0 1586.0 36:52.723 14:08.73  27.86  28.08  >0.08   0.57   0.23  13.99   0.20  0.15   0.76  176          S
2-800.0         1244.0 1589.0 36:52.899 14:06.23  29.75  29.99 >-0.62   0.16   0.65   5.63   0.05  0.08   0.48   81          S
2-801.0         1026.0 1583.0 36:53.369 13:58.19  28.01  28.20  -0.09   0.28   0.10  12.34   0.19  0.20   0.27   53          S
2-802.0          236.0 1497.0 36:54.733 13:28.02  20.03  20.06   3.33   1.30   0.83 1420.48  17.78  0.30   0.69   76          B
2-802.1          236.0 1497.0 36:54.733 13:28.02  20.03  20.07   3.42   1.31   0.83 1682.70  13.89  0.28   0.65   77          B
2-802.2          297.0 1547.0 36:54.854 13:31.04  27.69  27.73   0.35   0.13   0.42  16.68   0.19  0.20   0.47  108          S
2-802.11         236.0 1497.0 36:54.733 13:28.02  20.03  20.08   3.40   1.31   0.83 1859.70  11.84  0.27   0.68   75          B
2-802.12         202.0 1580.0 36:55.244 13:28.11  26.61  26.65  >1.63   0.19   0.08  37.92   0.20  0.13   0.90   30          S
2-802.111        236.0 1497.0 36:54.733 13:28.02  20.04  20.09   3.43   1.32   0.83 2022.54  10.27  0.26   0.63   76           
2-802.112        291.0 1520.0 36:54.727 13:30.39  26.37  26.42   0.85   0.55   0.31  37.43   0.37  0.23   0.50  180          S
2-802.1111       236.0 1497.0 36:54.733 13:28.02  20.05  20.11   3.84   1.33   0.84 2361.88   7.63  0.22   0.76  101           
2-802.1112       239.0 1564.0 36:55.076 13:29.20  24.52  24.58   0.61   0.75   0.49  96.49   1.69  0.47   0.56   29         FS
2-802.11111      236.0 1497.0 36:54.733 13:28.02  20.06  20.12   3.87   1.34   0.84 2553.08   6.47  0.20   0.98   97          S
2-802.11112      192.0 1562.0 36:55.173 13:27.46  25.78  25.84   1.57   0.24   0.14  67.11   0.29  0.17   0.51    9          S
2-805.0         1857.0 1594.0 36:51.517 14:28.65  28.66  28.94 >-0.35   0.23   0.70   8.14   0.16  0.15   0.84  171          S
2-806.0         1783.0 1593.0 36:51.682 14:25.93  28.18  28.28  >0.15   0.21   0.69  12.05   0.24  0.19   0.50   36          S
2-807.0          868.0 1598.0 36:53.810 13:52.67  29.38  29.75    ...  >0.45 <-0.36   4.86   0.06  0.14   0.36  136          S
2-809.0         1220.0 1574.0 36:52.876 14:05.11  24.05  24.09   0.53   0.78   0.79 147.17   2.70  0.46   0.77   35          S
2-810.0         1053.0 1602.0 36:53.406 13:59.48  29.17  29.49 >-0.74   0.42   0.47   5.78   0.09  0.16   0.25   98          S
2-811.0         1546.0 1604.0 36:52.284 14:17.47  28.49  28.70 >-0.09   0.43   0.17   9.30   0.13  0.17   0.40   99          S
2-812.0         2035.0 1602.0 36:51.150 14:35.26  28.90  29.21    ...  >0.51  -0.08   5.53   0.06  0.11   0.46   88         BS
2-813.0         1189.0 1605.0 36:53.109 14:04.48  29.67  29.64    ...  >0.63  -0.09   5.87   0.05  0.09   0.86  168          S
2-814.0         1814.0 1604.0 36:51.668 14:27.24  29.78  30.07    ...  >0.26   0.32   4.72   0.05  0.10   0.61   51          S
2-815.0          712.0 1608.0 36:54.220 13:47.15  29.85  30.10    ... >-0.06   1.28   5.86   0.07  0.11   0.53  145          S
2-816.0          631.0 1604.0 36:54.385 13:44.13  26.58  26.61  >1.35   0.39   0.18  36.92   0.36  0.16   0.66   70          S
2-818.0         1145.0 1607.0 36:53.221 14:02.91  28.30  28.57  >0.06   0.11   0.28   9.61   0.19  0.29   0.31   12          S
2-819.0          699.0 1615.0 36:54.286 13:46.79  27.92  28.08  >0.72   0.27  -0.27  15.41   0.12  0.09   0.83   40          S
2-820.0         1833.0 1616.0 36:51.687 14:28.12  28.68  28.88 >-0.63   0.80   0.11   9.48   0.10  0.10   0.98    5          S
2-821.0         1804.0 1615.0 36:51.749 14:27.05  28.41  28.58  -0.09   0.14  -0.22   9.74   0.11  0.11   0.50   90          S
2-822.0          830.0 1618.0 36:54.001 13:51.61  26.70  26.71   1.74  -0.13  -0.09  41.49   0.22  0.10   0.85   24          S
2-823.0         1770.0 1619.0 36:51.848 14:25.88  27.97  28.09 >-0.25   0.81   0.49  13.56   0.21  0.16   0.58  111          S
2-824.0          550.0 1615.0 36:54.628 13:41.36  25.23  25.27   1.84   0.13  -0.01  78.33   0.74  0.23   0.82  139          S
2-825.0         1191.0 1623.0 36:53.198 14:04.84  29.57  30.40 >-0.81  -0.05   0.47   3.85   0.05  0.12   0.27  156          S
2-826.0          381.0 1621.0 36:55.048 13:35.29  28.66  28.56    ...  >0.91   0.67   9.83   0.21  0.17   0.47  165          S
2-827.0          884.0 1624.0 36:53.909 13:53.67  29.13  29.30    ...  >0.55   0.09   6.60   0.09  0.11   0.55  148          S
2-828.0         1867.0 1624.0 36:51.651 14:29.49  28.80  28.80  >0.24  -0.03   0.20   9.71   0.11  0.11   0.76  104          S
2-829.0          447.0 1625.0 36:54.917 13:37.76  26.72  26.79   0.48   0.03   0.24  24.86   0.61  0.61   0.12   86          S
2-830.0          966.0 1628.0 36:53.741 13:56.72  29.03  29.38 >-0.35   0.22   0.43   7.03   0.08  0.10   0.61   83          S
2-831.0         1462.0 1615.0 36:52.534 14:14.59  26.13  26.14   0.13   0.19   0.66  49.97   0.70  0.27   0.60    3          S
2-832.0         2006.0 1625.0 36:51.337 14:34.57  27.59  27.57  >0.49   0.37  -0.14  15.92   0.20  0.14   0.65  126          S
2-833.0          231.0 1622.0 36:55.397 13:29.84  25.67  25.72   0.58   0.10   0.52  53.66   0.90  0.25   0.60   31          S
2-834.0         1295.0 1613.0 36:52.907 14:08.47  25.91  25.93   0.74   0.48   0.05  50.22   0.60  0.31   0.28   91           
2-834.1         1295.0 1613.0 36:52.907 14:08.47  26.37  26.43   0.75   0.26   0.02  50.90   0.25  0.13   0.80   37          S
2-834.2         1288.0 1626.0 36:52.991 14:08.43  27.05  27.11  >0.32   1.26   0.09  30.68   0.22  0.13   0.81  165          S
2-835.0         1927.0 1631.0 36:51.550 14:31.79  26.56  26.56   0.31   0.51   0.41  40.57   0.34  0.15   0.94  131          S
2-836.0         1115.0 1639.0 36:53.456 14:02.33  27.25  27.26   0.11  -0.02   0.14  22.90   0.30  0.16   0.63    9          S
2-837.0         1687.0 1639.0 36:52.143 14:23.17  26.79  26.88  >1.44  -0.05  -0.07  25.06   0.42  0.25   0.32   94          S
2-838.0          140.0 1642.0 36:55.710 13:26.85  25.53  25.62   1.23   0.07   0.25  48.05   0.43  0.14   0.79   55         BS
2-839.0         1974.0 1643.0 36:51.504 14:33.70  28.45  28.77    ...  >0.93  -0.03   8.46   0.12  0.13   0.56    5          S
2-840.0         1299.0 1650.0 36:53.091 14:09.21  29.13  29.42  -0.35   0.00   0.56   7.80   0.08  0.09   0.59  131          S
2-841.0          760.0 1651.0 36:54.334 13:49.59  29.54  30.19 >-0.52  -0.16   0.10   4.09   0.04  0.07   0.72   80          S
2-842.0         1059.0 1653.0 36:53.658 14:00.51  29.29  29.55 >-0.18   0.06   0.47   7.16   0.06  0.14   0.24  149          S
2-843.0          351.0 1643.0 36:55.231 13:34.55  25.21  25.23   0.64   0.09   0.23  62.81   1.39  0.39   0.53  152           
2-843.1          351.0 1643.0 36:55.231 13:34.55  25.45  26.66   0.66   0.07   0.28  57.74   0.17  0.18   0.41  143          S
2-843.2          354.0 1650.0 36:55.261 13:34.78  26.97  28.19   0.74  -0.01   0.03  27.24   0.04  0.08   0.58  172          S
2-844.0         1774.0 1646.0 36:51.979 14:26.46  26.56  26.70   0.12   1.19   0.30  28.64   0.51  0.21   0.85   69          S
2-845.0         1867.0 1656.0 36:51.818 14:30.01  28.07  28.24 >-0.36   0.77   0.29  11.64   0.21  0.18   0.77   91          S
2-846.0          208.0 1659.0 36:55.643 13:29.60  27.74  27.85  >0.11   0.62   0.63  16.89   0.23  0.14   0.78   24          S
2-847.0         1331.0 1664.0 36:53.091 14:10.60  29.25  29.39 >-0.05   0.09   0.05   7.12   0.07  0.08   0.70   19          S
2-848.0          960.0 1664.0 36:53.943 13:57.08  28.53  28.65 >-0.68   1.17  -0.14  11.28   0.09  0.09   0.89  156          S
2-849.0         1618.0 1657.0 36:52.395 14:20.95  25.60  25.63   0.78   0.14   0.15  60.15   0.72  0.19   0.88  154          S
2-850.0          297.0 1657.0 36:55.428 13:32.81  28.22  28.62 >-0.08   0.17   0.55   9.51   0.20  0.23   0.46   47          S
2-851.0          431.0 1667.0 36:55.173 13:37.85  28.75  28.83 >-0.07   0.15   0.41   9.43   0.12  0.13   0.43  167          S
2-852.0         1310.0 1668.0 36:53.160 14:09.90  29.63  30.05 >-0.48  -0.04   0.67   5.93   0.05  0.08   0.62   89          S
2-853.0         1517.0 1670.0 36:52.695 14:17.48 >30.82 >30.82    ...    ...  >1.33   3.75   0.04  0.11   0.39  100          S
2-854.0          384.0 1673.0 36:55.312 13:36.24  26.95  26.99   0.15   0.67   0.43  28.41   0.38  0.18   0.84  132          S
2-855.0         1370.0 1678.0 36:53.074 14:12.25  29.63  29.91    ...  >0.34   0.08   5.39   0.05  0.10   0.51   27          S
2-856.0         1170.0 1672.0 36:53.502 14:04.86  26.23  26.30   0.17   0.14   0.69  42.59   0.65  0.21   0.73  142          S
2-857.0         1639.0 1682.0 36:52.478 14:22.12  29.83  30.37  >0.05  -0.67  <0.12   3.34   0.04  0.10   0.38    8          S
2-858.0          192.0 1684.0 36:55.810 13:29.42  29.56  30.00    ...  >0.19 <-0.23   4.33   0.05  0.11   0.40   32          S
2-859.0         1497.0 1683.0 36:52.809 14:16.96  29.63  29.85    ...  >0.49   0.18   5.70   0.05  0.10   0.44  176          S
2-860.0          886.0 1662.0 36:54.102 13:54.35  23.37  23.39   0.53   0.49   0.91 243.77   3.64  0.46   0.75   65          S
2-861.0          545.0 1689.0 36:55.026 13:42.36  29.04  29.20 >-0.19   0.45  -0.51   8.07   0.06  0.09   0.55   29          S
2-862.0         1073.0 1688.0 36:53.809 14:01.59  28.85  28.97  >0.19   0.19  -0.54   9.19   0.07  0.09   0.87   99          S
2-863.0         1718.0 1691.0 36:52.343 14:25.14  29.41  29.73    ...  >0.53  -0.38   5.02   0.06  0.11   0.52   79          S
2-864.0          184.0 1688.0 36:55.849 13:29.19  29.34  29.49 <-0.89  >0.40   0.45   6.00   0.08  0.12   0.40   70          S
2-865.0          450.0 1693.0 36:55.265 13:38.96  27.55  27.61  >1.15   0.01   0.18  21.01   0.20  0.12   0.89   77          S
2-866.0         1188.0 1700.0 36:53.607 14:05.97  29.91  29.96    ...  >0.41   0.30   4.90   0.05  0.08   0.59  129          S
2-867.0         1609.0 1699.0 36:52.635 14:21.29  28.97  29.43 >-0.46   0.43 <-0.66   5.24   0.06  0.09   0.91  150          S
2-868.0         1764.0 1703.0 36:52.300 14:27.01  28.84  29.31 >-0.36   0.29  -0.26   6.38   0.08  0.09   0.69   54          S
2-869.0          802.0 1707.0 36:54.530 13:52.02  28.92  28.93  >0.33   0.07  -0.22   9.04   0.07  0.08   0.65   58          S
2-870.0          786.0 1713.0 36:54.598 13:51.53  29.68  29.87 >-0.35  -0.10   0.61   6.13   0.06  0.10   0.51  129          S
2-871.0         1212.0 1708.0 36:53.594 14:06.97  26.96  27.09  >0.25   1.03   0.32  25.92   0.35  0.17   0.69  179          S
2-872.0         1284.0 1714.0 36:53.460 14:09.69  29.00  29.19    ...  >0.73   0.84   9.02   0.10  0.09   0.74  167          S
2-873.0         1663.0 1714.0 36:52.589 14:23.50  28.09  28.31    ...  >1.26   0.55  12.93   0.18  0.15   0.66  141          S
2-874.0          157.0 1717.0 36:56.062 13:28.67  29.46  29.86    ... >-0.00 <-0.07   3.23   0.04  0.13   0.26   88         BS
2-875.0          804.0 1720.0 36:54.593 13:52.30  29.12  29.69 <-1.29  >0.34   0.38   5.89   0.07  0.10   0.51   10          S
2-876.0         1872.0 1721.0 36:52.146 14:31.23  28.40  28.39  >0.14   0.27   0.38  12.34   0.16  0.14   0.69  133          S
2-877.0         1403.0 1733.0 36:53.286 14:14.33  29.99  30.65    ... >-0.33   0.99   4.06   0.04  0.09   0.47  140          S
2-878.0         1184.0 1735.0 36:53.799 14:06.39  29.38  29.93    ...  >0.43  -0.15   4.85   0.04  0.10   0.27  133          S
2-879.0         1502.0 1733.0 36:53.058 14:17.94  28.17  28.33  -0.18   0.27   0.00  12.00   0.14  0.11   0.87  144          S
2-880.0         1516.0 1731.0 36:53.016 14:18.42  29.10  29.84    ...  >0.31 <-0.24   4.45   0.06  0.13   0.44   24          S
2-881.0         1736.0 1734.0 36:52.526 14:26.48  28.69  28.73  >0.10   0.44  -0.14  10.44   0.09  0.09   0.70    4          S
2-882.0          826.0 1733.0 36:54.611 13:53.31  28.99  29.48    ...  >0.16   1.64   8.90   0.15  0.15   0.66  137          S
2-883.0         1818.0 1734.0 36:52.338 14:29.47  29.83  30.51    ... >-0.22   1.09   4.63   0.04  0.10   0.36  107          S
2-884.0          443.0 1729.0 36:55.469 13:39.29  26.00  26.07   0.89   0.08   0.12  46.03   0.64  0.33   0.43  144           
2-884.1          443.0 1729.0 36:55.469 13:39.29  26.85  27.12  >1.40   0.40   0.06  39.22   0.15  0.15   0.43   14          S
2-884.2          432.0 1732.0 36:55.510 13:38.93  26.67  26.94   0.16  -0.11   0.09  46.36   0.14  0.12   0.95  140          S
2-885.0         1985.0 1737.0 36:51.970 14:35.61  27.97  28.06 >-0.62   1.22   0.41  13.84   0.17  0.13   0.72   82          S
2-886.0         1585.0 1738.0 36:52.894 14:21.05  28.09  28.28  -0.50  -0.05   0.50  12.50   0.19  0.15   0.69  158          S
2-887.0         1904.0 1723.0 36:52.083 14:32.43  25.82  25.98   0.48   0.05   0.36  31.34   1.31  0.38   0.78   52          S
2-888.0          539.0 1743.0 36:55.322 13:43.01  27.85  27.99  >0.24   0.47   0.13  13.63   0.21  0.14   0.76  158          S
2-889.0         1849.0 1729.0 36:52.240 14:30.52  25.83  25.84  >1.42   0.52   0.16  48.23   0.80  0.42   0.28  121          S
2-890.0         1937.0 1736.0 36:52.075 14:33.84  25.89  25.94  >1.96   0.08   0.14  49.11   0.57  0.19   0.69   77          S
2-892.0          806.0 1745.0 36:54.719 13:52.77  28.72  28.98    ...  >0.35   1.71  10.01   0.27  0.28   0.39   90          S
2-893.0          907.0 1745.0 36:54.487 13:56.45  28.04  28.35  >0.14   0.42  -0.23  11.11   0.13  0.12   0.45   27          S
2-894.0          416.0 1748.0 36:55.630 13:38.61  29.75  30.14 >-0.03  -0.58   0.08   4.40   0.05  0.09   0.43   14          S
2-895.0          890.0 1746.0 36:54.532 13:55.85  28.09  28.17    ...  >1.24   0.93  15.26   0.23  0.17   0.65   68          S
2-896.0         1117.0 1749.0 36:54.026 14:04.17  28.91  29.16  >0.02   0.02   0.57   8.64   0.10  0.11   0.68  152          S
2-897.0         1476.0 1750.0 36:53.207 14:17.27  29.08  29.39    ...  >0.74  -0.19   7.17   0.06  0.08   0.85  113          S
2-898.0          755.0 1734.0 36:54.779 13:50.74  25.12  25.15   0.49   0.38   0.89 104.26   1.07  0.27   0.63   52          S
2-899.0         1002.0 1748.0 36:54.285 13:59.96  29.17  29.22  >0.24  -0.16   0.05   7.67   0.07  0.10   0.57   68          S
