         7 = grain model
 3.000E-08 3.000E-01 4.500E-05 = a_01 (cm) , sigma_1 , b_C1
 3.000E-07 3.000E-01 1.500E-05 = a_02 (cm) , sigma_2 , b_C2
 5.000E-01 1.000E+05 2.200E+00 = Umin , Umax, beta (dN/dU propto U^{-beta})
 2.739E+00 = <U> 
     mmp83 = radfield

 band   nu*P_nu(band) j_nu(band)
 (um)   (erg s-1 H-1)(Jy sr-1 H-1)
 4.529E+01  3.565E-24  4.283E-38
 4.487E+01  3.533E-24  4.206E-38
 4.446E+01  3.502E-24  4.131E-38
 4.406E+01  3.472E-24  4.057E-38
 4.365E+01  3.441E-24  3.985E-38
 4.325E+01  3.411E-24  3.913E-38
 4.285E+01  3.379E-24  3.841E-38
 4.246E+01  3.349E-24  3.772E-38
 4.207E+01  3.316E-24  3.701E-38
 4.169E+01  3.285E-24  3.633E-38
 4.130E+01  3.255E-24  3.566E-38
 4.093E+01  3.224E-24  3.500E-38
 4.055E+01  3.193E-24  3.435E-38
 4.018E+01  3.162E-24  3.370E-38
 3.981E+01  3.131E-24  3.307E-38
 3.945E+01  3.100E-24  3.244E-38
 3.908E+01  3.069E-24  3.182E-38
 3.873E+01  3.038E-24  3.121E-38
 3.837E+01  3.007E-24  3.060E-38
 3.802E+01  2.975E-24  3.000E-38
 3.767E+01  2.944E-24  2.942E-38
 3.733E+01  2.911E-24  2.882E-38
 3.698E+01  2.879E-24  2.824E-38
 3.664E+01  2.847E-24  2.768E-38
 3.631E+01  2.815E-24  2.712E-38
 3.597E+01  2.782E-24  2.655E-38
 3.565E+01  2.749E-24  2.599E-38
 3.532E+01  2.717E-24  2.546E-38
 3.499E+01  2.685E-24  2.492E-38
 3.467E+01  2.653E-24  2.440E-38
 3.436E+01  2.621E-24  2.389E-38
 3.404E+01  2.589E-24  2.338E-38
 3.373E+01  2.558E-24  2.288E-38
 3.342E+01  2.526E-24  2.239E-38
 3.311E+01  2.495E-24  2.192E-38
 3.281E+01  2.463E-24  2.144E-38
 3.251E+01  2.432E-24  2.097E-38
 3.221E+01  2.401E-24  2.052E-38
 3.192E+01  2.370E-24  2.006E-38
 3.162E+01  2.338E-24  1.961E-38
 3.133E+01  2.307E-24  1.917E-38
 3.105E+01  2.274E-24  1.872E-38
 3.076E+01  2.242E-24  1.830E-38
 3.048E+01  2.211E-24  1.788E-38
 3.020E+01  2.179E-24  1.746E-38
 2.992E+01  2.148E-24  1.705E-38
 2.965E+01  2.116E-24  1.664E-38
 2.938E+01  2.084E-24  1.624E-38
 2.911E+01  2.051E-24  1.584E-38
 2.884E+01  2.019E-24  1.545E-38
 2.858E+01  1.988E-24  1.507E-38
 2.831E+01  1.956E-24  1.469E-38
 2.805E+01  1.925E-24  1.432E-38
 2.780E+01  1.894E-24  1.396E-38
 2.754E+01  1.862E-24  1.360E-38
 2.729E+01  1.831E-24  1.325E-38
 2.704E+01  1.800E-24  1.291E-38
 2.679E+01  1.770E-24  1.258E-38
 2.655E+01  1.739E-24  1.225E-38
 2.630E+01  1.710E-24  1.193E-38
 2.606E+01  1.681E-24  1.162E-38
 2.582E+01  1.654E-24  1.133E-38
 2.559E+01  1.629E-24  1.106E-38
 2.535E+01  1.606E-24  1.080E-38
 2.512E+01  1.587E-24  1.057E-38
 2.489E+01  1.570E-24  1.037E-38
 2.466E+01  1.560E-24  1.020E-38
 2.443E+01  1.557E-24  1.009E-38
 2.421E+01  1.569E-24  1.008E-38
 2.399E+01  1.602E-24  1.019E-38
 2.377E+01  1.670E-24  1.053E-38
 2.355E+01  1.789E-24  1.117E-38
 2.333E+01  1.949E-24  1.206E-38
 2.312E+01  2.042E-24  1.252E-38
 2.291E+01  1.948E-24  1.184E-38
 2.270E+01  1.778E-24  1.070E-38
 2.249E+01  1.663E-24  9.919E-39
 2.228E+01  1.630E-24  9.632E-39
 2.208E+01  1.684E-24  9.865E-39
 2.188E+01  1.853E-24  1.075E-38
 2.168E+01  2.200E-24  1.265E-38
 2.148E+01  2.812E-24  1.602E-38
 2.128E+01  3.458E-24  1.952E-38
 2.109E+01  3.295E-24  1.843E-38
 2.089E+01  2.495E-24  1.383E-38
 2.070E+01  1.860E-24  1.021E-38
 2.051E+01  1.484E-24  8.074E-39
 2.032E+01  1.265E-24  6.818E-39
 2.014E+01  1.130E-24  6.034E-39
 1.995E+01  1.041E-24  5.511E-39
 1.977E+01  9.810E-25  5.145E-39
 1.959E+01  9.393E-25  4.881E-39
 1.941E+01  9.137E-25  4.704E-39
 1.923E+01  9.036E-25  4.610E-39
 1.905E+01  9.137E-25  4.618E-39
 1.888E+01  9.552E-25  4.784E-39
 1.871E+01  1.053E-24  5.224E-39
 1.854E+01  1.247E-24  6.132E-39
 1.837E+01  1.519E-24  7.401E-39
 1.820E+01  1.562E-24  7.539E-39
 1.803E+01  1.260E-24  6.027E-39
 1.786E+01  9.768E-25  4.629E-39
 1.770E+01  8.056E-25  3.782E-39
 1.754E+01  7.039E-25  3.275E-39
 1.738E+01  6.399E-25  2.950E-39
 1.722E+01  5.985E-25  2.734E-39
 1.706E+01  5.741E-25  2.598E-39
 1.690E+01  5.701E-25  2.556E-39
 1.675E+01  6.102E-25  2.711E-39
 1.660E+01  8.279E-25  3.644E-39
 1.644E+01  2.402E-24  1.048E-38
 1.629E+01  1.318E-24  5.695E-39
 1.614E+01  6.190E-25  2.651E-39
 1.600E+01  4.768E-25  2.023E-39
 1.585E+01  4.211E-25  1.770E-39
 1.570E+01  3.903E-25  1.626E-39
 1.556E+01  3.695E-25  1.525E-39
 1.542E+01  3.538E-25  1.447E-39
 1.528E+01  3.410E-25  1.382E-39
 1.514E+01  3.304E-25  1.327E-39
 1.500E+01  3.217E-25  1.280E-39
 1.486E+01  3.142E-25  1.239E-39
 1.472E+01  3.081E-25  1.203E-39
 1.459E+01  3.032E-25  1.173E-39
 1.445E+01  2.997E-25  1.149E-39
 1.432E+01  2.977E-25  1.131E-39
 1.419E+01  2.975E-25  1.120E-39
 1.406E+01  2.993E-25  1.116E-39
 1.393E+01  3.035E-25  1.121E-39
 1.380E+01  3.109E-25  1.138E-39
 1.368E+01  3.223E-25  1.169E-39
 1.355E+01  3.397E-25  1.221E-39
 1.343E+01  3.665E-25  1.305E-39
 1.330E+01  4.090E-25  1.444E-39
 1.318E+01  4.820E-25  1.685E-39
 1.306E+01  6.213E-25  2.153E-39
 1.294E+01  9.257E-25  3.178E-39
 1.282E+01  1.655E-24  5.629E-39
 1.271E+01  2.576E-24  8.683E-39
 1.259E+01  1.797E-24  6.001E-39
 1.247E+01  1.045E-24  3.457E-39
 1.236E+01  7.621E-25  2.498E-39
 1.225E+01  6.897E-25  2.240E-39
 1.213E+01  7.565E-25  2.435E-39
 1.202E+01  1.015E-24  3.238E-39
 1.191E+01  1.384E-24  4.373E-39
 1.180E+01  1.212E-24  3.793E-39
 1.169E+01  1.056E-24  3.276E-39
 1.159E+01  1.257E-24  3.865E-39
 1.148E+01  2.104E-24  6.408E-39
 1.138E+01  4.940E-24  1.491E-38
 1.127E+01  7.060E-24  2.111E-38
 1.117E+01  2.992E-24  8.865E-39
 1.107E+01  1.454E-24  4.269E-39
 1.096E+01  9.305E-25  2.706E-39
 1.086E+01  7.075E-25  2.039E-39
 1.076E+01  5.976E-25  1.707E-39
 1.067E+01  5.396E-25  1.527E-39
 1.057E+01  5.087E-25  1.426E-39
 1.047E+01  4.937E-25  1.371E-39
 1.038E+01  4.888E-25  1.345E-39
 1.028E+01  4.910E-25  1.339E-39
 1.019E+01  4.985E-25  1.347E-39
 1.009E+01  5.113E-25  1.369E-39
 1.000E+01  5.289E-25  1.403E-39
 9.908E+00  5.516E-25  1.450E-39
 9.817E+00  5.799E-25  1.510E-39
 9.727E+00  6.142E-25  1.585E-39
 9.638E+00  6.556E-25  1.676E-39
 9.550E+00  7.052E-25  1.786E-39
 9.462E+00  7.649E-25  1.920E-39
 9.376E+00  8.379E-25  2.084E-39
 9.290E+00  9.289E-25  2.289E-39
 9.204E+00  1.045E-24  2.553E-39
 9.120E+00  1.200E-24  2.902E-39
 9.036E+00  1.411E-24  3.382E-39
 8.954E+00  1.714E-24  4.070E-39
 8.872E+00  2.164E-24  5.092E-39
 8.790E+00  2.843E-24  6.628E-39
 8.710E+00  3.775E-24  8.722E-39
 8.630E+00  4.626E-24  1.059E-38
 8.551E+00  4.699E-24  1.066E-38
 8.472E+00  4.147E-24  9.319E-39
 8.395E+00  3.677E-24  8.189E-39
 8.318E+00  3.525E-24  7.778E-39
 8.241E+00  3.660E-24  8.000E-39
 8.166E+00  4.037E-24  8.743E-39
 8.091E+00  4.639E-24  9.957E-39
 8.017E+00  5.463E-24  1.162E-38
 7.943E+00  6.484E-24  1.366E-38
 7.870E+00  7.606E-24  1.588E-38
 7.798E+00  8.610E-24  1.781E-38
 7.727E+00  9.178E-24  1.881E-38
 7.656E+00  9.067E-24  1.841E-38
 7.586E+00  8.318E-24  1.674E-38
 7.516E+00  7.207E-24  1.437E-38
 7.447E+00  6.035E-24  1.192E-38
 7.379E+00  4.981E-24  9.750E-39
 7.311E+00  4.107E-24  7.964E-39
 7.244E+00  3.409E-24  6.550E-39
 7.178E+00  2.862E-24  5.448E-39
 7.112E+00  2.435E-24  4.593E-39
 7.047E+00  2.103E-24  3.931E-39
 6.982E+00  1.845E-24  3.418E-39
 6.918E+00  1.647E-24  3.023E-39
 6.855E+00  1.499E-24  2.726E-39
 6.792E+00  1.394E-24  2.511E-39
 6.730E+00  1.330E-24  2.374E-39
 6.668E+00  1.310E-24  2.317E-39
 6.607E+00  1.343E-24  2.353E-39
 6.546E+00  1.449E-24  2.516E-39
 6.486E+00  1.671E-24  2.876E-39
 6.427E+00  2.101E-24  3.581E-39
 6.368E+00  2.936E-24  4.959E-39
 6.310E+00  4.601E-24  7.700E-39
 6.252E+00  7.514E-24  1.246E-38
 6.194E+00  9.316E-24  1.531E-38
 6.138E+00  6.799E-24  1.107E-38
 6.081E+00  4.039E-24  6.515E-39
 6.026E+00  2.516E-24  4.022E-39
 5.970E+00  1.715E-24  2.716E-39
 5.916E+00  1.262E-24  1.980E-39
 5.861E+00  9.837E-25  1.530E-39
 5.808E+00  8.012E-25  1.234E-39
 5.754E+00  6.745E-25  1.029E-39
 5.702E+00  5.823E-25  8.807E-40
 5.649E+00  5.128E-25  7.684E-40
 5.598E+00  4.587E-25  6.812E-40
 5.546E+00  4.156E-25  6.115E-40
 5.495E+00  3.805E-25  5.547E-40
 5.445E+00  3.515E-25  5.076E-40
 5.395E+00  3.270E-25  4.679E-40
 5.346E+00  3.061E-25  4.341E-40
 5.297E+00  2.882E-25  4.048E-40
 5.248E+00  2.725E-25  3.794E-40
 5.200E+00  2.588E-25  3.570E-40
 5.152E+00  2.467E-25  3.372E-40
 5.105E+00  2.360E-25  3.196E-40
 5.058E+00  2.264E-25  3.038E-40
 5.012E+00  2.178E-25  2.895E-40
 4.966E+00  2.100E-25  2.766E-40
 4.920E+00  2.030E-25  2.649E-40
 4.875E+00  1.966E-25  2.542E-40
 4.831E+00  1.908E-25  2.445E-40
 4.786E+00  1.855E-25  2.355E-40
 4.742E+00  1.807E-25  2.273E-40
 4.699E+00  1.762E-25  2.197E-40
 4.656E+00  1.722E-25  2.126E-40
 4.613E+00  1.685E-25  2.061E-40
 4.571E+00  1.650E-25  2.001E-40
 4.529E+00  1.619E-25  1.945E-40
 4.487E+00  1.590E-25  1.893E-40
 4.446E+00  1.563E-25  1.844E-40
 4.406E+00  1.539E-25  1.798E-40
 4.365E+00  1.516E-25  1.756E-40
 4.325E+00  1.496E-25  1.716E-40
 4.285E+00  1.477E-25  1.679E-40
 4.246E+00  1.460E-25  1.644E-40
 4.207E+00  1.444E-25  1.611E-40
 4.169E+00  1.429E-25  1.581E-40
 4.130E+00  1.417E-25  1.552E-40
 4.093E+00  1.405E-25  1.525E-40
 4.055E+00  1.395E-25  1.500E-40
 4.018E+00  1.386E-25  1.477E-40
 3.981E+00  1.378E-25  1.455E-40
 3.945E+00  1.372E-25  1.435E-40
 3.908E+00  1.367E-25  1.417E-40
 3.873E+00  1.363E-25  1.400E-40
 3.837E+00  1.362E-25  1.386E-40
 3.802E+00  1.362E-25  1.374E-40
 3.767E+00  1.365E-25  1.363E-40
 3.733E+00  1.370E-25  1.356E-40
 3.698E+00  1.379E-25  1.353E-40
 3.664E+00  1.392E-25  1.353E-40
 3.631E+00  1.412E-25  1.360E-40
 3.597E+00  1.440E-25  1.374E-40
 3.565E+00  1.482E-25  1.401E-40
 3.532E+00  1.543E-25  1.445E-40
 3.499E+00  1.636E-25  1.519E-40
 3.467E+00  1.789E-25  1.645E-40
 3.436E+00  2.056E-25  1.873E-40
 3.404E+00  2.584E-25  2.333E-40
 3.373E+00  3.847E-25  3.442E-40
 3.342E+00  8.035E-25  7.123E-40
 3.311E+00  2.861E-24  2.513E-39
 3.281E+00  1.995E-24  1.737E-39
 3.251E+00  6.200E-25  5.346E-40
 3.221E+00  3.287E-25  2.809E-40
 3.192E+00  2.319E-25  1.963E-40
 3.162E+00  1.888E-25  1.584E-40
 3.133E+00  1.664E-25  1.383E-40
 3.105E+00  1.531E-25  1.261E-40
 3.076E+00  1.446E-25  1.180E-40
 3.048E+00  1.388E-25  1.122E-40
 3.020E+00  1.346E-25  1.078E-40
 2.992E+00  1.316E-25  1.044E-40
 2.965E+00  1.292E-25  1.016E-40
 2.938E+00  1.273E-25  9.920E-41
 2.911E+00  1.258E-25  9.712E-41
 2.884E+00  1.245E-25  9.526E-41
 2.858E+00  1.235E-25  9.359E-41
 2.831E+00  1.225E-25  9.202E-41
 2.805E+00  1.217E-25  9.059E-41
 2.780E+00  1.210E-25  8.921E-41
 2.754E+00  1.203E-25  8.790E-41
 2.729E+00  1.197E-25  8.667E-41
 2.704E+00  1.191E-25  8.544E-41
 2.679E+00  1.186E-25  8.427E-41
 2.655E+00  1.181E-25  8.313E-41
 2.630E+00  1.175E-25  8.201E-41
 2.606E+00  1.170E-25  8.091E-41
 2.582E+00  1.165E-25  7.981E-41
 2.559E+00  1.160E-25  7.872E-41
 2.535E+00  1.155E-25  7.766E-41
 2.512E+00  1.150E-25  7.660E-41
 2.489E+00  1.145E-25  7.556E-41
 2.466E+00  1.139E-25  7.453E-41
 2.443E+00  1.134E-25  7.351E-41
 2.421E+00  1.129E-25  7.250E-41
 2.399E+00  1.124E-25  7.149E-41
 2.377E+00  1.118E-25  7.049E-41
 2.355E+00  1.113E-25  6.950E-41
 2.333E+00  1.107E-25  6.851E-41
 2.312E+00  1.101E-25  6.753E-41
 2.291E+00  1.095E-25  6.656E-41
 2.270E+00  1.089E-25  6.559E-41
 2.249E+00  1.083E-25  6.462E-41
 2.228E+00  1.077E-25  6.366E-41
 2.208E+00  1.071E-25  6.270E-41
 2.188E+00  1.064E-25  6.175E-41
 2.168E+00  1.057E-25  6.080E-41
 2.148E+00  1.051E-25  5.986E-41
 2.128E+00  1.044E-25  5.891E-41
 2.109E+00  1.036E-25  5.797E-41
 2.089E+00  1.029E-25  5.702E-41
 2.070E+00  1.021E-25  5.608E-41
 2.051E+00  1.013E-25  5.514E-41
 2.032E+00  1.006E-25  5.421E-41
 2.014E+00  9.975E-26  5.328E-41
 1.995E+00  9.893E-26  5.236E-41
 1.977E+00  9.809E-26  5.144E-41
 1.959E+00  9.724E-26  5.053E-41
 1.941E+00  9.638E-26  4.962E-41
 1.923E+00  9.550E-26  4.872E-41
 1.905E+00  9.461E-26  4.782E-41
 1.888E+00  9.371E-26  4.693E-41
 1.871E+00  9.280E-26  4.605E-41
 1.854E+00  9.187E-26  4.517E-41
 1.837E+00  9.093E-26  4.430E-41
 1.820E+00  8.998E-26  4.343E-41
 1.803E+00  8.902E-26  4.257E-41
 1.786E+00  8.804E-26  4.172E-41
 1.770E+00  8.705E-26  4.087E-41
 1.754E+00  8.606E-26  4.004E-41
 1.738E+00  8.505E-26  3.920E-41
 1.722E+00  8.403E-26  3.838E-41
 1.706E+00  8.299E-26  3.756E-41
 1.690E+00  8.195E-26  3.675E-41
 1.675E+00  8.089E-26  3.594E-41
 1.660E+00  7.982E-26  3.514E-41
 1.644E+00  7.874E-26  3.434E-41
 1.629E+00  7.764E-26  3.355E-41
 1.614E+00  7.653E-26  3.277E-41
 1.600E+00  7.541E-26  3.200E-41
 1.585E+00  7.428E-26  3.123E-41
 1.570E+00  7.315E-26  3.047E-41
 1.556E+00  7.201E-26  2.972E-41
 1.542E+00  7.087E-26  2.898E-41
 1.528E+00  6.973E-26  2.826E-41
 1.514E+00  6.859E-26  2.754E-41
 1.500E+00  6.745E-26  2.683E-41
 1.486E+00  6.631E-26  2.614E-41
 1.472E+00  6.517E-26  2.545E-41
 1.459E+00  6.403E-26  2.478E-41
 1.445E+00  6.290E-26  2.412E-41
 1.432E+00  6.177E-26  2.347E-41
 1.419E+00  6.065E-26  2.283E-41
 1.406E+00  5.952E-26  2.220E-41
 1.393E+00  5.840E-26  2.158E-41
 1.380E+00  5.729E-26  2.098E-41
 1.368E+00  5.617E-26  2.038E-41
 1.355E+00  5.505E-26  1.979E-41
 1.343E+00  5.394E-26  1.921E-41
 1.330E+00  5.283E-26  1.864E-41
 1.318E+00  5.172E-26  1.809E-41
 1.306E+00  5.062E-26  1.754E-41
 1.294E+00  4.952E-26  1.700E-41
 1.282E+00  4.843E-26  1.647E-41
 1.271E+00  4.734E-26  1.596E-41
 1.259E+00  4.627E-26  1.545E-41
 1.247E+00  4.519E-26  1.495E-41
 1.236E+00  4.412E-26  1.446E-41
 1.225E+00  4.306E-26  1.399E-41
 1.213E+00  4.201E-26  1.352E-41
 1.202E+00  4.097E-26  1.306E-41
 1.191E+00  3.994E-26  1.262E-41
 1.180E+00  3.892E-26  1.219E-41
 1.169E+00  3.792E-26  1.176E-41
 1.159E+00  3.692E-26  1.135E-41
 1.148E+00  3.595E-26  1.095E-41
 1.138E+00  3.498E-26  1.056E-41
 1.127E+00  3.403E-26  1.017E-41
 1.117E+00  3.310E-26  9.805E-42
 1.107E+00  3.218E-26  9.445E-42
 1.096E+00  3.127E-26  9.095E-42
 1.086E+00  3.038E-26  8.754E-42
 1.076E+00  2.950E-26  8.423E-42
 1.067E+00  2.863E-26  8.101E-42
 1.057E+00  2.778E-26  7.789E-42
 1.047E+00  2.695E-26  7.485E-42
 1.038E+00  2.613E-26  7.191E-42
 1.028E+00  2.532E-26  6.906E-42
 1.019E+00  2.454E-26  6.629E-42
 1.009E+00  2.376E-26  6.362E-42
 1.000E+00  2.300E-26  6.102E-42
